provider_record_id,provider_name,legal_name,country_code,registration_number,sector,status,confidence_score,feed_date
PRV0001104,ProviderC,Granite Corp,IN,IN-434063,Utilities,Active,0.908,2025-02-21
PRV0001105,ProviderC,Frontier Energy,BR,BR-834601,Utilities,Active,1.001,2025-03-25
PRV0001106,ProviderC,Riverstone Group,GB,GB-229399,Technology,Inactive,0.866,2024-12-16
PRV0001107,ProviderB,Horizon Capital,GB,GB-659808,Materials,Merged,0.89,2024-07-08
PRV0001108,ProviderC,Nova Capital,IE,IE-649004,Energy,Unknown,0.975,2024-12-16
PRV0001109,ProviderC,Albion Ltd,DE,DE-588316,Utilities,Active,0.642,2025-01-11
PRV0001110,ProviderA,Cedar Holdings,SG,SG-649603,Real Estate,Active,0.691,2024-07-22
PRV0001111,ProviderA,Korefield Ltd,AE,AE-838215,Industrials,Active,0.748,2024-09-27
PRV0001112,ProviderA,Riverstone Energy ,IE,IE-699887,Telecommunications,Dissolved,0.911,2024-09-12
PRV0001113,ProviderB,Union Capital,AE,AE-148693,Energy,Active,1.064,2024-12-21
PRV0001114,ProviderA,FALCON LTD,CA,CA-222555,Technology,Active,0.583,2024-11-01
PRV0001115,ProviderB,Falcon Finance,US,US-956518,Technology,Active,0.832,2024-03-01
PRV0001116,ProviderA,Union Ltd,SG,SG-972928,Real Estate,Active,0.656,2024-02-07
PRV0001117,ProviderA,Meridian Finance,DE,DE-385432,Energy,Active,0.747,2024-11-01
PRV0001118,ProviderC,Korefield Holdings,CH,CH-427907,Utilities,Active,0.968,2024-08-31
PRV0001119,ProviderA,Silvergate Energy,JP,JP-168507,Technology,Unknown,0.842,2024-09-21
PRV0001120,ProviderA,Nova Ltd,LU,LU-213794,Telecommunications,Unknown,0.778,2024-09-12
PRV0001121,ProviderC,Crestline Capital ,GB,GB-166322,Telecommunications,Active,0.862,2024-03-27
PRV0001122,ProviderA,Riverstone Industries,NL,NL-111937,Telecommunications,Active,0.912,2024-05-17
PRV0001123,ProviderA,Crestline Ltd,SG,SG-382527,Utilities,Active,1.014,2024-10-23
PRV0001124,ProviderC,Union Investments,BR,BR-783884,Utilities,Active,0.761,2025-01-06
PRV0001125,ProviderB,Cedar PLC,BR,BR-158764,Energy,Active,0.765,2024-06-12
PRV0001126,ProviderC,SILVERGATE CORP,LU,LU-672739,Technology,Active,0.961,2024-05-31
PRV0001127,ProviderA,Meridian Investments,NL,NL-746502,Utilities,Active,0.772,2024-03-02
PRV0001128,ProviderB,Sterling Ltd,IE,IE-441776,Industrials,Active,,2024-04-26
PRV0001129,ProviderB,Lagos Continental Energy,HK,HK-602992,Real Estate,Unknown,0.77,2024-01-20
PRV0001130,ProviderA,Northbridge Partners,CH,CH-386566,Consumer Goods,Active,0.737,2024-08-23
PRV0001131,ProviderC,Granite Finance,US,US-335828,Consumer Goods,Active,0.611,2024-01-02
PRV0001132,ProviderC,Crestline Holdings,BR,BR-347864,Real Estate,Active,0.76,2024-01-27
PRV0001133,ProviderA,Crestline Finance ,CA,CA-902109,Energy,Active,0.831,2025-02-02
PRV0001134,ProviderA,,JP,JP-452940,Real Estate,Dissolved,0.595,2024-03-24
PRV0001135,ProviderA,Crestline Corp,SG,SG-220413,Energy,Active,0.871,2024-06-20
PRV0001136,ProviderC,Redwood Services,IN,IN-405094,Utilities,Unknown,0.901,2025-03-13
PRV0001137,ProviderA,Korefield Group,IN,IN-575576,Technology,Active,0.736,2024-03-17
PRV0001138,ProviderA,Crestline Industries,BR,BR-815074,Healthcare,Active,0.904,2024-02-06
PRV0001139,ProviderA,Albion PLC,CH,CH-837805,Utilities,Active,1.038,2025-02-25
PRV0001140,ProviderB,Atlas Group,JP,JP-837867,Utilities,Active,1.004,2024-06-22
PRV0001141,ProviderC,Korefield Corp,IE,,Industrials,Active,0.863,2024-01-18
PRV0001142,ProviderB,Redwood Investments,AU,AU-726556,Energy,Active,0.765,2024-04-20
PRV0001143,ProviderB,Granite Investments ,CA,CA-549139,Telecommunications,Unknown,0.872,2024-10-01
PRV0001144,ProviderC,Falcon Industries,IE,IE-300123,Telecommunications,Active,1.06,2024-02-26
PRV0001145,ProviderA,Lagos Continental Corp,NL,NL-725966,Utilities,Active,0.928,2024-05-16
PRV0001146,ProviderB,Oakwell Ltd,BR,BR-661179,Materials,Active,0.628,2025-01-25
PRV0001147,ProviderA,Oakwell Finance,LU,LU-433487,Healthcare,Active,0.921,2025-01-23
PRV0001148,ProviderB,Sterling Technologies,SG,SG-106605,Financials,Dissolved,0.95,2025-03-22
PRV0001149,ProviderC,Crestline Energy,LU,LU-783516,Real Estate,Active,0.98,2024-03-22
PRV0001150,ProviderC,,BR,BR-689345,Telecommunications,Active,0.833,2024-04-17
PRV0001151,ProviderB,Redwood Technologies,SG,SG-146885,Consumer Goods,Active,0.91,2024-06-26
PRV0001152,ProviderA,Frontier Technologies,JP,JP-746314,Technology,,0.878,2024-08-06
PRV0001153,ProviderA,Northbridge Energy,ZA,ZA-527905,Healthcare,Merged,0.932,2024-07-27
PRV0001154,ProviderB,BluePeak Ltd,JP,JP-461255,Industrials,Active,1.004,2024-07-23
PRV0001155,ProviderC,Lagos Continental PLC,GB,GB-731793,Financials,Active,0.804,2024-07-14
PRV0001156,ProviderC,Westbridge Finance,BR,BR-738472,Healthcare,Active,0.699,2025-01-01
PRV0001157,ProviderA,Falcon Finance,IN,IN-975673,Healthcare,Active,0.758,2025-03-06
PRV0001158,ProviderB,Crestline Technologies,AE,AE-711654,Consumer Goods,Active,0.926,2024-03-19
PRV0001159,ProviderB,Horizon Capital,NL,NL-377932,Materials,Active,0.757,2025-03-10
PRV0001160,ProviderA,Sterling Ltd,IE,IE-441776,Industrials,Active,0.709,2025-02-05
PRV0001161,ProviderB,PrimeEdge Ltd,BR,BR-713333,Real Estate,Active,-0.3,2024-02-21
PRV0001162,ProviderB,Falcon Technologies,FR,FR-137623,Technology,Active,1.018,2024-08-16
PRV0001163,ProviderC,Korefield PLC,AU,AU-192267,Telecommunications,Active,0.695,2024-02-21
PRV0001164,ProviderB,LAGOS CONTINENTAL ENERGY,NL,NL-837050,Utilities,Active,1.021,2024-12-25
PRV0001165,ProviderA,Granite Energy,CH,CH-886374,Materials,Active,0.732,2024-11-12
PRV0001166,ProviderC,Oakwell PLC,ZA,ZA-747258,Consumer Goods,Active,1.041,2024-07-23
PRV0001167,ProviderA,Helios Investments,CA,CA-996874,Materials,Active,0.814,2024-04-25
PRV0001168,ProviderB,Redwood Corp,AU,AU-263771,Materials,Active,0.655,2024-10-21
PRV0001169,ProviderC,Granite Finance,IN,IN-629669,Telecommunications,Active,0.823,2025-02-08
PRV0001170,ProviderB,BluePeak Technologies,FR,FR-228784,Energy,Inactive,0.743,2025-02-18
PRV0001171,ProviderA,Silvergate Capital,DE,DE-825964,Energy,Active,0.715,2024-10-22
PRV0001172,ProviderC,Sterling Services,JP,JP-465176,Utilities,Active,0.91,2025-01-14
PRV0001173,ProviderA,PRIMEEDGE PLC,NG,NG-391305,Financials,Merged,0.863,2024-12-12
PRV0001174,ProviderA,Albion Corp,IE,IE-980254,Industrials,Active,0.538,2024-05-18
PRV0001175,ProviderA,PrimeEdge Energy,US,US-253958,Utilities,Active,0.895,2024-02-24
PRV0001176,ProviderC,Summit Ltd,US,US-324565,Industrials,Unknown,0.93,2024-11-15
PRV0001177,ProviderC,Lagos Continental Services,AU,AU-234410,Utilities,Active,0.559,2024-10-26
PRV0001178,ProviderC,Falcon Services,AE,AE-916602,Materials,Active,0.92,2024-11-28
PRV0001179,ProviderC,Frontier Technologies,NG,NG-686577,Utilities,Active,0.765,2024-03-17
PRV0001180,ProviderA,Union PLC,LU,LU-835522,Consumer Goods,Active,0.803,2025-03-29
PRV0001181,ProviderC,Northbridge Partners,DE,DE-692657,Telecommunications,Active,0.894,2024-11-15
PRV0001182,ProviderB,Lagos Continental Energy,LU,LU-153945,Consumer Goods,Active,0.697,2024-01-01
PRV0001183,ProviderB,Oakwell Corp,JP,JP-717329,Real Estate,Inactive,0.834,2024-01-26
PRV0001184,ProviderA,Riverstone PLC,NL,NL-492050,Consumer Goods,Active,0.833,2024-03-16
PRV0001185,ProviderC,OAKWELL SERVICES,IN,IN-541049,Financials,Active,1.047,2025-03-22
PRV0001186,ProviderA,Horizon PLC,US,US-842030,Healthcare,Active,0.774,2024-10-11
PRV0001187,ProviderC,Sterling Industries,NL,NL-187039,Telecommunications,Unknown,0.738,2024-11-04
PRV0001188,ProviderC,Albion Industries,AU,AU-715940,Consumer Goods,Active,0.723,2024-07-16
PRV0001189,ProviderA,Silvergate Capital,CH,CH-791120,Consumer Goods,Inactive,0.71,2024-04-16
PRV0001190,ProviderA,Helios Ltd,JP,JP-959430,Financials,Active,0.675,2024-06-29
PRV0001191,ProviderC,Silvergate Partners,JP,JP-607818,Real Estate,Unknown,-0.3,2025-01-10
PRV0001192,ProviderA,Horizon Finance,US,US-143702,Industrials,Unknown,0.693,2024-12-22
PRV0001193,ProviderC,Crestline Finance,GB,GB-655433,Telecommunications,Active,0.893,2024-05-07
PRV0001194,ProviderC,Silvergate Energy,CH,CH-786458,Telecommunications,Active,0.913,2025-02-23
PRV0001195,ProviderA,Meridian Capital,FR,FR-456899,Utilities,Active,0.547,2024-11-27
PRV0001196,ProviderC,Northbridge Ltd,DE,DE-345162,Telecommunications,Active,0.867,2025-03-13
PRV0001197,ProviderC,Cedar Energy,BR,BR-866176,Telecommunications,Active,0.737,2025-01-16
PRV0001198,ProviderA,CRESTLINE CAPITAL,ZA,ZA-622202,Financials,Inactive,0.672,2024-04-23
PRV0001199,ProviderA,MERIDIAN INVESTMENTS,FR,FR-140036,Energy,Active,1.145,2024-07-06
PRV0001200,ProviderB,Greenfield Ltd,JP,JP-721593,Consumer Goods,,0.8,2025-03-01
PRV0001201,ProviderB,Nova Finance,FR,FR-971348,Materials,Merged,0.871,2024-06-17
PRV0001202,ProviderA,Falcon Corp,ZA,ZA-511127,Technology,Active,0.997,2024-12-08
PRV0001203,ProviderB,Union Holdings,AE,AE-194735,Materials,Active,0.564,2024-02-22
PRV0001204,ProviderB,Korefield Holdings,ZA,ZA-546285,Financials,Active,0.897,2024-02-25
PRV0001205,ProviderB,Cedar Ltd,LU,LU-656061,Utilities,Active,0.802,2024-02-10
PRV0001206,ProviderB,Horizon Energy,NL,NL-128553,Consumer Goods,Active,0.766,2024-10-22
PRV0001207,ProviderB,Frontier Corp,NL,NL-293672,Financials,Active,0.778,2025-03-22
PRV0001208,ProviderB,Meridian Holdings,NL,NL-685242,Materials,Inactive,0.801,2025-03-07
PRV0001209,ProviderB,Cedar PLC,DE,DE-207619,Real Estate,Active,0.608,2024-04-24
PRV0001210,ProviderB,Albion Holdings,CA,CA-113610,Materials,Unknown,0.933,2025-03-01
PRV0001211,ProviderA,Redwood Capital,LU,LU-591268,Real Estate,Unknown,0.775,2024-04-13
PRV0001212,ProviderC,Silvergate Holdings,NG,NG-261617,Real Estate,Active,0.873,2024-07-13
PRV0001213,ProviderC,Cedar Technologies,ZA,ZA-862944,Technology,Active,0.852,2024-11-08
PRV0001214,ProviderB,BluePeak Industries,SG,SG-756347,Energy,Active,0.96,2024-01-27
PRV0001215,ProviderB,Helios Holdings,BR,BR-571903,Consumer Goods,Active,0.871,2024-12-18
PRV0001216,ProviderC,Granite Group,AE,AE-698437,Real Estate,Active,0.68,2024-12-15
PRV0001217,ProviderA,Horizon Services,IE,IE-743259,Utilities,Active,0.782,2025-03-01
PRV0001218,ProviderC,Crestline Industries,GB,GB-760142,Real Estate,Active,1.009,2025-03-08
PRV0001219,ProviderB,Sterling Services,IN,IN-517893,Real Estate,Active,0.974,2024-12-16
PRV0001220,ProviderB,Union Investments,AE,AE-105923,Real Estate,Inactive,0.621,2024-05-27
PRV0001221,ProviderC,Greenfield Finance,AE,AE-356219,Telecommunications,Active,0.916,2024-10-12
PRV0001222,ProviderC,Greenfield Partners,GB,GB-555771,Materials,Unknown,0.705,2024-07-21
PRV0001223,ProviderA,Sterling Group,IE,IE-313945,Real Estate,Active,0.956,2025-02-21
PRV0001224,ProviderB,Korefield Ltd,SG,SG-588444,Materials,Dissolved,1.041,2024-03-15
PRV0001225,ProviderC,Atlas Partners,FR,FR-985493,Financials,Active,0.99,2024-02-29
PRV0001226,ProviderB,Falcon Technologies,AE,AE-997988,Consumer Goods,Unknown,0.796,2024-07-28
PRV0001227,ProviderA,Falcon Finance,CA,CA-272312,Energy,Inactive,0.928,2024-02-05
PRV0001228,ProviderA,Nova Corp,NL,NL-266002,Industrials,Inactive,0.874,2024-04-08
PRV0001229,ProviderC,Atlas Services,FR,FR-609287,Materials,Active,0.656,2024-12-04
PRV0001230,ProviderC,Northbridge Capital,US,US-739416,Healthcare,Active,0.956,2024-04-09
PRV0001231,ProviderC,,SG,,Industrials,Active,0.739,2024-11-27
PRV0001232,ProviderB,Lagos Continental Partners,NG,,Energy,Inactive,0.612,2024-02-23
PRV0001233,ProviderB,Lagos Continental Ltd,LU,LU-889641,Industrials,Dissolved,0.992,2025-01-13
PRV0001234,ProviderC,Korefield Ltd,FR,FR-675502,Energy,Active,0.881,2024-06-26
PRV0001235,ProviderA,Korefield Group,IE,IE-291263,Consumer Goods,Active,0.83,2024-01-05
PRV0001236,ProviderB,Horizon Holdings,,SG-721724,Energy,Active,0.612,2024-09-04
PRV0001237,ProviderC,PrimeEdge Services,HK,HK-174532,Industrials,Active,0.883,2024-07-14
PRV0001238,ProviderC,Korefield Investments,AE,AE-252331,Technology,Active,0.765,2024-10-24
PRV0001239,ProviderA,Summit Corp,IE,IE-762184,Telecommunications,,0.613,2024-09-26
PRV0001240,ProviderA,Nova Industries,IE,IE-680047,Materials,Active,0.808,2024-04-19
PRV0001241,ProviderC,Atlas Investments,CA,CA-214082,Telecommunications,Active,0.84,2024-07-09
PRV0001242,ProviderA,Oakwell Ltd,JP,JP-413558,Industrials,Active,0.865,2025-03-10
PRV0001243,ProviderA,Redwood PLC,CH,CH-405184,Utilities,Active,0.954,2024-03-09
PRV0001244,ProviderC,Helios PLC,AU,AU-767388,Energy,Active,0.99,2024-03-18
PRV0001245,ProviderA,Cedar Group,DE,DE-647076,Energy,Merged,0.608,2024-05-01
PRV0001246,ProviderB,Korefield Partners,NG,NG-403129,Technology,Inactive,0.516,2024-04-08
PRV0001247,ProviderA,Atlas PLC,US,US-544297,Telecommunications,Inactive,0.696,2025-01-09
PRV0001248,ProviderA,Silvergate Energy,HK,HK-774197,Financials,Dissolved,0.655,2024-11-11
PRV0001249,ProviderC,SILVERGATE FINANCE,GB,GB-795500,Real Estate,Unknown,1.008,2024-07-23
PRV0001250,ProviderA,Atlas Corp,LU,LU-786037,Industrials,Active,1.03,2024-05-18
PRV0001251,ProviderA,Silvergate Group,BR,BR-153901,Healthcare,Active,0.85,2024-06-27
PRV0001252,ProviderA,Atlas Partners,LU,LU-836278,Energy,Active,0.814,2024-09-09
PRV0001253,ProviderC,Silvergate Capital,ZA,ZA-641110,Healthcare,Merged,1.058,2024-06-04
PRV0001254,ProviderA,BluePeak Industries,ZA,ZA-300960,Industrials,Unknown,0.616,2024-09-20
PRV0001255,ProviderC,Nova Partners,GB,GB-492449,Healthcare,Active,0.793,2024-07-13
PRV0001256,ProviderB,Korefield Capital,BR,BR-411637,Materials,Active,1.025,2025-01-22
PRV0001257,ProviderB,Unknown Entity,LU,LU-121153,Industrials,Active,0.652,2024-08-11
PRV0001258,ProviderB,Westbridge Finance,NG,NG-696941,Consumer Goods,Active,0.781,2024-06-22
PRV0001259,ProviderA,Silvergate Ltd,LU,LU-165570,Telecommunications,Inactive,0.833,2025-01-07
PRV0001260,ProviderA,Helios Finance,BR,BR-911277,Materials,Active,0.656,2024-08-29
PRV0001261,ProviderB,Silvergate Partners,GB,GB-641182,Technology,Active,0.827,2025-02-01
PRV0001262,ProviderB,Silvergate Capital,FR,FR-820063,Healthcare,Dissolved,0.934,2024-11-27
PRV0001263,ProviderC,Union Group,JP,JP-673171,Energy,Dissolved,0.581,2024-04-07
PRV0001264,ProviderB,Sterling Technologies,IN,IN-645753,Consumer Goods,Active,0.806,2024-05-28
PRV0001265,ProviderB,Lagos Continental Investments,CH,CH-661861,Industrials,Active,0.831,2024-08-26
PRV0001266,ProviderC,Albion Partners,AE,AE-200170,Energy,Inactive,0.493,2025-03-21
PRV0001267,ProviderC,Helios Technologies,GB,GB-722864,Energy,Active,0.837,2024-03-16
PRV0001268,ProviderC,KOREFIELD PARTNERS,CH,CH-155490,Energy,Dissolved,0.705,2024-03-30
PRV0001269,ProviderA,Lagos Continental Industries,CA,CA-985675,Financials,Unknown,0.714,2024-03-20
PRV0001270,ProviderB,Frontier Industries,FR,FR-721338,Materials,Active,1.064,2025-02-25
PRV0001271,ProviderA,Sterling Energy,CA,CA-637280,Consumer Goods,Active,0.598,2025-01-30
PRV0001272,ProviderB,Summit Finance,HK,HK-851820,Telecommunications,Active,0.83,2024-10-16
PRV0001273,ProviderA,Silvergate Finance,JP,JP-818961,Financials,Active,0.887,2024-10-06
PRV0001274,ProviderB,Northbridge Investments,ZA,ZA-399266,Technology,Merged,0.997,2024-08-29
PRV0001275,ProviderA,HORIZON INVESTMENTS,FR,FR-312166,Real Estate,Active,1.02,2025-01-30
PRV0001276,ProviderC,Northbridge Energy,AU,AU-348572,Materials,Inactive,0.858,2024-06-11
PRV0001277,ProviderB,Unknown Entity ,BR,BR-702688,Real Estate,Active,0.796,2024-04-25
PRV0001278,ProviderC,Falcon Technologies,SG,SG-512119,Consumer Goods,Active,0.709,2024-04-05
PRV0001279,ProviderA,Riverstone Group,CH,CH-995591,Materials,Active,0.649,2024-07-24
PRV0001280,ProviderA,Redwood Ltd,IE,IE-331308,Healthcare,Active,0.577,2025-03-17
PRV0001281,ProviderB,Cedar Industries,FR,FR-425821,Energy,Inactive,0.905,2024-04-08
PRV0001282,ProviderB,Falcon Ltd,ZA,ZA-573468,Materials,Active,0.714,2024-07-16
PRV0001283,ProviderC,FRONTIER PLC,CA,CA-509025,Telecommunications,Active,0.842,2024-12-08
PRV0001284,ProviderA,Greenfield Partners,IE,IE-575875,Consumer Goods,Active,0.932,2024-10-01
PRV0001285,ProviderC,Westbridge Group ,AU,AU-804948,Energy,Active,1.081,2024-08-02
PRV0001286,ProviderC,Greenfield Corp,LU,LU-762316,Materials,Active,0.755,2024-12-20
PRV0001287,ProviderB,Helios Holdings,LU,LU-850463,Financials,Merged,0.679,2024-09-07
PRV0001288,ProviderA,KOREFIELD CAPITAL,IN,IN-527131,Technology,Active,0.803,2024-08-13
PRV0001289,ProviderA,Atlas Energy,CH,CH-141246,Materials,Active,0.856,2024-02-08
PRV0001290,ProviderC,Crestline Ltd,IE,IE-253832,Financials,Active,0.838,2024-07-19
PRV0001291,ProviderC,PrimeEdge Finance,DE,DE-414806,Healthcare,Active,0.791,2024-05-09
PRV0001292,ProviderC,Falcon Corp,SG,SG-309928,Energy,Active,0.667,2024-08-04
PRV0001293,ProviderB,Oakwell Industries,US,US-564587,Financials,Active,0.853,2024-09-01
PRV0001294,ProviderA,Northbridge Technologies,FR,FR-754226,Energy,Merged,0.794,2024-08-19
PRV0001295,ProviderC,Falcon Services,US,,Healthcare,Inactive,0.823,2024-01-26
PRV0001296,ProviderC,Crestline Energy,SG,SG-506970,Energy,Active,1.2,2024-09-16
PRV0001297,ProviderA,Albion Capital,US,US-552797,Technology,Active,0.617,2024-12-07
PRV0001298,ProviderA,Granite Technologies,AU,AU-383314,Utilities,Active,0.619,2025-01-12
PRV0001299,ProviderC,Albion Energy,AU,,Financials,Inactive,1.027,2025-03-20
PRV0001300,ProviderB,Meridian Industries,HK,,Energy,Active,0.477,2024-09-14
PRV0001301,ProviderC,Union Investments,DE,,Industrials,Active,0.814,2024-11-20
PRV0001302,ProviderA,SILVERGATE LTD,NL,NL-496648,Materials,Active,0.769,2024-11-28
PRV0001303,ProviderC,Falcon Industries,IN,,Real Estate,Unknown,0.793,2024-01-27
PRV0001304,ProviderC,Union Corp,CH,CH-495404,Healthcare,Active,0.613,2024-12-05
PRV0001305,ProviderA,Granite Technologies,IE,IE-320099,Healthcare,Active,0.767,2025-01-15
PRV0001306,ProviderC,Oakwell Partners,SG,SG-665748,Consumer Goods,Inactive,0.776,2024-04-10
PRV0001307,ProviderA,Crestline Finance,GB,GB-655433,Telecommunications,Active,0.683,2024-03-12
PRV0001308,ProviderA,Westbridge Holdings,AE,AE-714377,Financials,Active,0.799,2024-05-02
PRV0001309,ProviderC,Redwood Group,LU,LU-443935,Financials,Active,0.979,2024-03-18
PRV0001310,ProviderB,PrimeEdge PLC,SG,SG-874358,Technology,Active,0.78,2024-10-03
PRV0001311,ProviderB,Sterling PLC,NL,NL-742132,Industrials,Inactive,0.681,2025-02-27
PRV0001312,ProviderC,Frontier Partners,GB,GB-445185,Industrials,Merged,0.978,2024-07-29
PRV0001313,ProviderB,Greenfield Energy,DE,DE-885324,Industrials,Active,0.809,2024-04-11
PRV0001314,ProviderA,Redwood Holdings,ZA,ZA-222548,Consumer Goods,Unknown,1.121,2025-01-24
PRV0001315,ProviderA,BluePeak PLC,NL,NL-698625,Technology,Active,0.946,2024-08-15
PRV0001316,ProviderB,Falcon Industries,GB,GB-103953,Materials,Active,1.5,2024-01-03
PRV0001317,ProviderB,,US,US-344478,Healthcare,Inactive,0.819,2024-07-06
PRV0001318,ProviderB,Korefield Group,BR,BR-309604,Telecommunications,Active,0.754,2024-01-07
PRV0001319,ProviderC,Riverstone Services,SG,SG-229826,Materials,Active,,2024-09-29
PRV0001320,ProviderA,Redwood Technologies,FR,FR-245892,Materials,Dissolved,1.065,2024-12-01
PRV0001321,ProviderB,Crestline Ltd,IE,IE-253832,Financials,Active,0.59,2025-03-19
PRV0001322,ProviderA,Redwood Technologies,SG,SG-146885,Consumer Goods,Active,0.802,2024-01-25
PRV0001323,ProviderC,Northbridge Technologies ,IN,IN-922600,Healthcare,Active,0.654,2024-02-11
PRV0001324,ProviderA,Summit Services,ZA,ZA-699326,Telecommunications,Active,0.737,2024-05-22
PRV0001325,ProviderA,,US,US-355930,Utilities,Active,0.604,2024-05-11
PRV0001326,ProviderA,Unknown Entity,LU,LU-639476,Healthcare,Active,0.704,2024-01-15
PRV0001327,ProviderC,ATLAS FINANCE,GB,GB-105282,Financials,Active,0.861,2025-01-31
PRV0001328,ProviderA,Westbridge Capital,DE,DE-487979,Real Estate,Active,0.597,2024-03-11
PRV0001329,ProviderC,Korefield Services,CA,CA-964503,Energy,Active,0.815,2024-04-06
PRV0001330,ProviderB,Union PLC,NL,NL-320539,Industrials,Active,0.775,2024-08-12
PRV0001331,ProviderB,Silvergate Capital,NG,NG-741789,Industrials,Active,0.598,2025-02-18
PRV0001332,ProviderB,PrimeEdge Holdings,ZA,ZA-629482,Healthcare,Dissolved,0.61,2024-09-15
PRV0001333,ProviderB,PrimeEdge Investments,AE,AE-515662,Energy,Active,0.945,2025-03-23
PRV0001334,ProviderC,Riverstone Investments,ZA,ZA-706714,Industrials,Active,0.659,2024-07-21
PRV0001335,ProviderB,Northbridge Holdings,NL,NL-687799,Healthcare,Active,0.947,2024-07-04
PRV0001336,ProviderB,PrimeEdge Services,GB,GB-883770,Technology,Inactive,0.841,2025-02-15
PRV0001337,ProviderA,Northbridge Holdings,US,US-541481,Materials,Active,1.217,2024-05-27
PRV0001338,ProviderC,Helios Ltd,US,US-593925,Healthcare,Active,0.706,2024-10-20
PRV0001339,ProviderA,Westbridge Investments,IN,IN-390790,Industrials,Active,1.064,2024-04-05
PRV0001340,ProviderB,Frontier Corp,LU,LU-457886,Telecommunications,Unknown,0.725,2024-07-07
PRV0001341,ProviderC,Albion Services,IE,IE-617462,Real Estate,Running,0.908,2024-09-17
PRV0001342,ProviderC,Albion Group,FR,FR-114694,Healthcare,Inactive,0.99,2025-01-06
PRV0001343,ProviderA,PRIMEEDGE SERVICES,NL,NL-234881,Real Estate,Dissolved,0.655,2025-02-13
PRV0001344,ProviderC,Sterling Services,IN,IN-517893,Real Estate,Active,0.715,2024-06-20
PRV0001345,ProviderC,Union Investments,CA,CA-955802,Telecommunications,Unknown,0.761,2024-10-02
PRV0001346,ProviderA,Horizon Industries,BR,,Financials,Unknown,1.006,2024-07-29
PRV0001347,ProviderC,Falcon Group,JP,JP-404456,Technology,Active,0.926,2025-01-18
PRV0001348,ProviderC,Falcon Holdings,NL,,Real Estate,Active,0.747,2024-10-29
PRV0001349,ProviderB,Albion Capital ,IE,IE-844117,Consumer Goods,Active,0.896,2024-06-18
PRV0001350,ProviderA,,GB,GB-879610,Consumer Goods,Unknown,0.864,2024-11-20
PRV0001351,ProviderA,Summit Holdings,NG,NG-220572,Telecommunications,Active,0.935,2024-10-27
PRV0001352,ProviderC,Korefield PLC,NG,NG-241930,Consumer Goods,Active,0.839,2024-11-05
PRV0001353,ProviderB,Cedar Finance,CH,CH-960969,Telecommunications,Active,0.856,2025-02-09
PRV0001354,ProviderC,SUMMIT LTD,BR,BR-366757,Telecommunications,Active,0.919,2025-02-13
PRV0001355,ProviderA,Meridian Corp,FR,FR-773090,Energy,Active,0.857,2024-09-03
PRV0001356,ProviderA,Westbridge Technologies,CH,CH-496671,Energy,Unknown,0.946,2024-05-01
PRV0001357,ProviderA,,IN,IN-758487,Telecommunications,Active,0.566,2024-05-11
PRV0001358,ProviderA,Northbridge Ltd,BR,BR-740223,Healthcare,Inactive,0.824,2025-03-25
PRV0001359,ProviderB,Falcon Finance,HK,HK-356570,Materials,Active,0.793,2024-08-07
PRV0001360,ProviderC,Helios Finance,JP,JP-411840,Telecommunications,Active,0.811,2025-01-01
PRV0001361,ProviderC,REDWOOD FINANCE ,DE,DE-230844,Financials,Active,0.954,2024-03-15
PRV0001362,ProviderC,Westbridge Technologies,AE,AE-922481,Real Estate,Active,0.893,2025-02-08
PRV0001363,ProviderB,Union Technologies,ZA,ZA-433814,Real Estate,Active,0.693,2025-02-17
PRV0001364,ProviderC,Frontier Industries ,AE,AE-948296,Healthcare,Active,0.872,2024-04-15
PRV0001365,ProviderC,Korefield Holdings,AU,AU-155622,Materials,Active,0.703,2025-01-18
PRV0001366,ProviderB,Frontier PLC,SG,SG-132087,Technology,Active,0.926,2024-07-08
PRV0001367,ProviderC,Cedar Finance,BR,BR-456030,Industrials,Merged,0.98,2024-12-27
PRV0001368,ProviderC,Helios Technologies,NL,NL-773302,Financials,Inactive,0.739,2025-03-27
PRV0001369,ProviderB,Horizon PLC,NL,NL-114230,Healthcare,Inactive,0.74,2024-11-23
PRV0001370,ProviderA,Greenfield PLC,GB,GB-543858,Utilities,Active,0.747,2024-08-25
PRV0001371,ProviderA,Westbridge Corp ,AU,AU-875324,Financials,Inactive,0.992,2025-01-19
PRV0001372,ProviderB,Korefield Technologies,NL,NL-196542,Industrials,Active,0.644,2025-03-20
PRV0001373,ProviderA,HELIOS FINANCE,HK,HK-965931,Real Estate,Inactive,0.906,2024-11-26
PRV0001374,ProviderB,Meridian PLC,US,US-864120,Financials,Unknown,1.041,2024-02-29
PRV0001375,ProviderC,Crestline Services,NL,NL-725526,Technology,Active,0.719,2024-07-09
PRV0001376,ProviderB,Horizon Ltd,ZA,ZA-941045,Technology,Active,0.73,2024-03-19
PRV0001377,ProviderB,,NG,NG-945615,Industrials,,0.811,2024-08-28
PRV0001378,ProviderA,Frontier Holdings,GB,GB-135737,Technology,Unknown,0.78,2024-02-26
PRV0001379,ProviderB,Redwood Holdings,FR,FR-223334,Real Estate,Inactive,0.865,2025-01-11
PRV0001380,ProviderC,Riverstone Ltd,IN,IN-839722,Industrials,Active,0.965,2024-01-23
PRV0001381,ProviderC,Frontier Finance,SG,SG-776819,Materials,Running,0.57,2024-03-01
