entity_id,kyc_status,risk_rating,sanctions_flag,pep_flag,counterparty_type,last_review_date,next_review_due_date,source_system
ENT001398,Expired,Medium,Y,N,Issuer,2022-09-29,2025-06-14,Manual Upload
ENT001145,Expired,Medium,N,Y,Unknown,2024-03-01,2022-07-06,KYC Platform
ENT003356,Unknown,Low,,N,Supplier,2020-10-18,2027-11-02,ProviderA
ENT000244,Pending,Low,True,Y,Client,2024-06-13,2024-10-18,Manual Upload
ENT004954,Expired,High,True,,Issuer,2022-07-14,2024-04-03,KYC Platform
ENT003839,Approved,Low,,,Client,2020-03-05,2025-01-23,ProviderA
ENT000033,Unknown,High,N,True,Fund,2017-02-23,2027-08-04,Manual Upload
ENT001476,Approved,Medium,False,True,Fund,2020-01-19,2020-12-07,ProviderA
ENT000049,Pending,High,True,N,Unknown,2021-01-08,2025-09-21,Manual Upload
ENT001961,Approved,Medium,False,,Fund,2024-11-09,2026-09-26,ProviderA
ENT000378,Expired,Low,Y,True,Fund,2024-09-24,2026-03-06,ProviderA
ENT004920,Expired,Low,False,Y,Broker,2021-01-29,2027-03-16,ProviderA
ENT003330,Approved,Medium,N,True,Supplier,2020-05-19,2026-05-31,ProviderA
ENT003765,Approved,High,True,Y,Fund,2023-07-21,2024-05-04,KYC Platform
ENT001005,Unknown,Medium,,N,Issuer,2023-01-10,2025-07-07,Manual Upload
ENT002369,Pending,High,,N,Client,2020-07-07,2027-12-02,Manual Upload
ENT002538,Unknown,High,Y,False,Broker,2020-04-12,2027-10-15,KYC Platform
ENT003730,Pending,Medium,False,True,Broker,2022-12-26,2027-08-03,ProviderA
ENT004529,Rejected,High,False,N,Client,2023-12-09,2025-09-19,Manual Upload
ENT001544,Unknown,Low,True,True,Supplier,2024-08-10,2025-12-19,Manual Upload
ENT004404,Unknown,Low,,True,Unknown,2021-12-13,2024-07-29,Manual Upload
ENT000215,Expired,Low,,,Unknown,2024-10-11,2025-11-20,ProviderA
ENT001770,Rejected,Low,True,,Fund,2024-06-05,2027-06-26,KYC Platform
ENT000758,Pending,High,,True,Supplier,2021-03-31,2024-11-22,ProviderA
ENT004516,Unknown,Medium,True,,Unknown,2022-05-06,2024-05-21,ProviderA
ENT004448,Approved,Low,,Y,Issuer,2022-11-27,2027-07-29,KYC Platform
ENT003253,Expired,Medium,False,,Client,2023-11-04,2027-09-24,ProviderA
ENT003807,Expired,Medium,False,False,Broker,2020-11-24,2024-08-15,Manual Upload
ENT001842,Pending,Critical,,True,Fund,2022-05-07,2024-06-21,KYC Platform
ENT003503,Approved,High,Y,N,Issuer,2020-11-01,2027-03-04,KYC Platform
ENT003005,Expired,High,Y,True,Broker,2018-08-01,2025-11-04,Manual Upload
ENT002768,Pending,High,N,False,Fund,2020-12-29,2026-11-22,KYC Platform
ENT003821,Approved,Medium,,N,Fund,2022-04-25,2027-12-18,Manual Upload
ENT003712,Unknown,Critical,Y,False,Client,2022-05-30,2026-05-10,ProviderA
ENT002586,Expired,High,,True,Supplier,2024-06-12,2026-09-12,KYC Platform
ENT002246,Approved,Medium,False,,Unknown,2021-04-27,2027-04-18,ProviderA
ENT003026,Rejected,High,True,,Supplier,2020-02-20,2024-04-05,ProviderA
ENT001623,Expired,Low,Y,True,Fund,2024-07-21,2025-04-17,ProviderA
ENT000389,Expired,High,,N,Fund,2022-10-31,2027-06-09,KYC Platform
ENT003847,Expired,High,True,False,Client,2024-08-06,2025-12-26,KYC Platform
ENT004283,Pending,InvalidRisk,,N,Supplier,2022-08-13,2027-04-16,Manual Upload
ENT004988,Unknown,Low,N,True,Fund,2024-09-18,2027-09-04,ProviderA
ENT002016,Approved,Low,,N,Fund,2020-08-07,2026-03-26,ProviderA
ENT003420,Pending,Medium,True,True,Broker,2023-05-10,2027-01-19,KYC Platform
ENT001349,Rejected,Low,N,False,Supplier,2022-05-15,2022-03-27,Manual Upload
ENT002382,Approved,High,False,N,Issuer,2021-02-06,2024-01-03,KYC Platform
ENT002853,Rejected,Low,N,N,Fund,2020-06-23,2027-05-23,KYC Platform
ENT002383,Unknown,Medium,True,False,Client,2022-12-09,2025-03-26,ProviderA
ENT000823,Approved,Medium,False,,Supplier,2023-08-06,2024-12-10,ProviderA
ENT002541,Approved,Low,N,,Issuer,2024-05-21,2027-10-23,KYC Platform
ENT002197,Approved,Medium,False,False,Unknown,2024-04-27,2025-06-03,ProviderA
ENT003907,Expired,Low,False,False,Unknown,2020-06-18,2025-04-04,Manual Upload
ENT004987,Approved,Critical,N,N,Broker,2021-06-23,2022-08-22,ProviderA
ENT003252,Unknown,Critical,False,N,Broker,2024-07-02,2027-10-19,KYC Platform
ENT001378,Expired,High,True,,Issuer,2020-12-22,2023-05-15,KYC Platform
ENT003726,Expired,Low,N,,Supplier,2023-08-22,2023-09-25,ProviderA
ENT003427,Unknown,Critical,,True,Unknown,2024-12-23,2024-01-22,Manual Upload
ENT001365,Approved,Critical,False,False,Unknown,2019-08-27,2024-11-06,Manual Upload
ENT003344,Approved,Low,N,Y,Client,2024-03-07,2026-11-24,KYC Platform
ENT004482,Unknown,Critical,False,N,Fund,2020-03-22,2027-08-18,Manual Upload
ENT004218,Approved,Low,False,N,Issuer,2020-10-05,2025-08-22,Manual Upload
ENT001324,Pending,Low,,False,Broker,2020-07-19,2020-08-05,ProviderA
ENT004250,Unknown,Low,Y,Y,Client,2023-04-11,2026-06-25,KYC Platform
ENT004915,Approved,Medium,Y,,Supplier,2020-09-30,2027-04-15,Manual Upload
ENT003245,Expired,Medium,True,Y,Unknown,2021-08-02,2024-01-15,Manual Upload
ENT000071,Pending,Low,False,,Supplier,2020-07-05,2027-04-09,KYC Platform
ENT002485,Rejected,Medium,,Y,Client,2024-10-11,2024-09-29,ProviderA
ENT001974,Unknown,Low,Y,True,Unknown,2024-03-28,2025-01-11,Manual Upload
ENT001419,Pending,Low,,Y,Client,2022-09-12,2027-08-02,Manual Upload
ENT000269,Expired,High,Y,,Unknown,2022-12-20,2025-10-03,Manual Upload
ENT000430,Rejected,High,Y,True,Client,2020-11-24,2027-03-01,KYC Platform
ENT003965,Pending,Low,True,N,Client,2022-01-15,2025-10-01,ProviderA
ENT000731,Expired,InvalidRisk,N,Y,Supplier,2024-10-23,2025-04-03,KYC Platform
ENT000258,Expired,Medium,Y,,Client,2024-10-01,2025-03-27,KYC Platform
ENT004288,Pending,Medium,False,Y,Client,2020-01-20,2027-08-29,Manual Upload
ENT003174,Approved,High,N,,Client,2024-02-23,2021-04-26,KYC Platform
ENT004215,Pending,Low,False,,Broker,2023-08-06,2024-10-15,KYC Platform
ENT004822,Expired,Medium,,False,Supplier,2024-11-20,2026-11-10,Manual Upload
ENT004171,Approved,Low,N,Y,Unknown,2023-11-14,2024-11-03,Manual Upload
ENT000896,Expired,High,,True,Supplier,2022-02-23,2026-02-07,ProviderA
ENT003538,Unknown,Low,,,Unknown,2021-03-29,2025-11-13,KYC Platform
ENT002466,Pending,InvalidRisk,Y,True,Fund,2020-04-21,2022-05-19,KYC Platform
ENT003536,Pending,Medium,True,,Unknown,2023-03-24,2027-06-08,Manual Upload
ENT004998,Pending,Low,False,False,Broker,2023-09-10,2026-10-09,ProviderA
ENT003365,Pending,Low,N,True,Issuer,2022-11-17,2025-05-27,Manual Upload
ENT003999,Unknown,Medium,N,N,Issuer,2021-07-09,2026-05-19,KYC Platform
ENT000443,Rejected,Medium,Y,False,Unknown,2022-04-03,2027-08-06,KYC Platform
ENT002838,Approved,Low,N,Y,Client,2024-04-24,2025-08-13,Manual Upload
ENT004019,Expired,Medium,Y,N,Issuer,2023-07-21,2027-05-13,ProviderA
ENT001598,Expired,Medium,True,Y,Supplier,2021-06-10,2022-09-17,ProviderA
ENT002008,Approved,Low,False,False,Broker,2024-04-17,2025-03-01,ProviderA
ENT000748,Unknown,Critical,False,True,Issuer,2022-11-16,2025-04-08,Manual Upload
ENT003015,Approved,Low,Y,True,Supplier,2021-10-10,2027-03-09,Manual Upload
ENT004632,Rejected,High,True,,Broker,2020-11-06,2025-03-13,Manual Upload
ENT002001,Approved,Medium,True,True,Broker,2021-09-05,2027-10-16,ProviderA
ENT002029,Approved,Medium,N,,Client,2024-11-20,2027-03-23,Manual Upload
ENT002779,Expired,Medium,,N,Broker,2020-03-15,2025-08-28,Manual Upload
ENT004940,Expired,High,,N,Supplier,2018-01-28,2025-02-17,KYC Platform
ENT001606,Approved,Medium,N,N,Broker,2022-12-26,2026-05-05,Manual Upload
ENT002959,Expired,Low,N,,Client,2022-11-27,2026-06-01,ProviderA
ENT001612,Rejected,Medium,True,False,Issuer,2021-09-29,2027-05-15,Manual Upload
ENT001717,Approved,High,,N,Broker,2023-02-15,2025-01-05,KYC Platform
ENT000249,Unknown,Critical,Y,,Unknown,2020-02-02,2026-09-11,ProviderA
ENT000173,Pending,High,,Y,Supplier,2019-07-20,2026-06-16,KYC Platform
ENT001188,Unknown,Medium,Y,Y,Client,2021-08-02,2027-11-25,ProviderA
ENT001117,Rejected,Low,,Y,Fund,2023-03-11,2024-02-28,Manual Upload
ENT003675,Rejected,Medium,,N,Fund,2022-08-05,2026-02-17,Manual Upload
ENT004297,Approved,Critical,True,True,Supplier,2020-11-07,2026-01-28,Manual Upload
ENT000566,Pending,Critical,True,False,Fund,2023-07-31,2025-06-30,KYC Platform
ENT001209,Unknown,Medium,,N,Issuer,2021-04-06,2027-08-08,ProviderA
ENT003837,Rejected,Low,False,,Supplier,2020-08-20,2025-03-11,Manual Upload
ENT004540,Rejected,High,Y,N,Fund,2020-12-10,2024-06-10,ProviderA
ENT004778,Unknown,High,False,False,Client,2024-12-16,2024-04-05,Manual Upload
ENT001704,Expired,High,False,,Issuer,2024-02-02,2026-10-16,Manual Upload
ENT_KYC_ORPHAN_37,Approved,Medium,True,False,Fund,2024-06-09,2027-01-01,KYC Platform
ENT001997,Rejected,Low,False,N,Client,2023-05-26,2027-10-12,Manual Upload
ENT000183,Approved,High,N,False,Broker,2020-03-28,2025-11-21,KYC Platform
ENT002799,Pending,Medium,N,N,Supplier,2021-07-14,2027-09-08,ProviderA
ENT004849,Unknown,Low,N,N,Supplier,2021-02-10,2027-03-22,ProviderA
ENT001816,Unknown,High,True,N,Fund,2017-08-21,2027-07-31,Manual Upload
ENT000630,Approved,High,Y,N,Issuer,2022-06-28,2023-02-16,ProviderA
ENT003832,Approved,Medium,Y,False,Unknown,2024-07-03,2027-06-01,ProviderA
ENT002326,Expired,Medium,,Y,Broker,2024-02-27,2027-07-04,ProviderA
ENT001826,Rejected,Medium,,N,Issuer,2021-04-22,2027-08-13,KYC Platform
ENT002691,Expired,Low,False,,Issuer,2021-11-08,2020-07-26,ProviderA
ENT002737,Unknown,Medium,False,True,Client,2022-11-25,2027-04-23,Manual Upload
ENT002395,Approved,Critical,True,,Broker,2021-06-08,2027-07-06,Manual Upload
ENT001815,Pending,Medium,True,False,Issuer,2021-05-07,2025-02-04,ProviderA
ENT004541,Rejected,Low,Y,False,Issuer,2024-07-05,2025-03-31,ProviderA
ENT000445,Expired,Low,Y,,Unknown,2021-10-14,2025-07-13,ProviderA
ENT000718,Unknown,Low,,N,Unknown,2021-01-23,2025-06-06,KYC Platform
ENT004739,Unknown,Low,N,N,Fund,2023-09-16,2026-03-10,Manual Upload
ENT_KYC_ORPHAN_53,Approved,Critical,True,True,Issuer,2020-08-29,2027-03-21,ProviderA
ENT003281,Unknown,High,Y,N,Broker,2023-09-07,2026-02-28,Manual Upload
ENT003434,Pending,Low,Y,False,Supplier,2022-08-14,2024-02-17,ProviderA
ENT001277,Approved,Critical,True,,Unknown,2020-04-28,2025-10-20,KYC Platform
ENT004588,Approved,Low,False,,Broker,2024-09-26,2027-02-08,Manual Upload
ENT001149,Pending,Medium,N,,Client,2020-04-14,2026-03-17,Manual Upload
ENT002922,Approved,Medium,,True,Fund,2020-05-20,2026-01-04,KYC Platform
ENT003405,Pending,Low,True,N,Issuer,2023-04-09,2026-05-05,KYC Platform
ENT001918,Rejected,Low,N,N,Supplier,2023-10-13,2024-05-08,KYC Platform
ENT002548,Pending,Medium,False,True,Client,2022-06-27,2026-02-10,Manual Upload
ENT000883,Pending,Low,False,True,Unknown,2024-08-22,2026-11-21,ProviderA
ENT001522,Pending,Critical,N,Y,Broker,2023-01-26,2024-01-10,KYC Platform
ENT002199,Unknown,Low,False,,Fund,2024-12-31,2027-10-15,KYC Platform
ENT004914,Rejected,Low,Y,,Issuer,2020-01-15,2024-06-21,ProviderA
ENT001028,Expired,Low,False,,Issuer,2022-03-23,2024-09-03,ProviderA
ENT001500,Pending,Medium,True,,Client,2021-06-11,2027-05-25,Manual Upload
ENT002049,Rejected,Low,Y,N,Issuer,2023-07-13,2025-01-30,ProviderA
ENT003664,Approved,Low,,N,Supplier,2023-01-02,2026-02-10,KYC Platform
ENT000441,Pending,InvalidRisk,N,True,Fund,2020-06-21,2024-07-07,KYC Platform
ENT004367,Expired,High,,True,Broker,2022-12-18,2025-04-08,Manual Upload
ENT000555,Unknown,Medium,Y,Y,Issuer,2020-09-18,2025-12-28,ProviderA
ENT000786,Unknown,High,,True,Issuer,2022-09-30,2027-08-14,ProviderA
ENT004810,Expired,High,False,False,Unknown,2019-09-21,2025-09-12,KYC Platform
ENT001397,Expired,Low,False,Y,Broker,2020-12-07,2026-11-06,ProviderA
ENT003292,Rejected,Critical,,Y,Client,2024-09-25,2026-12-22,ProviderA
ENT003978,Expired,Low,True,,Supplier,2022-04-17,2027-10-07,ProviderA
ENT002427,Unknown,Medium,,True,Supplier,2021-02-08,2027-03-28,ProviderA
ENT002746,Expired,Critical,,N,Client,2020-10-13,2027-04-28,KYC Platform
ENT002043,Pending,High,False,N,Issuer,2022-08-22,2025-11-24,KYC Platform
ENT003364,Pending,Low,N,True,Supplier,2024-04-21,2027-02-23,ProviderA
ENT003496,Approved,Low,N,,Unknown,2022-08-24,2020-01-25,KYC Platform
ENT001446,Rejected,Low,Y,,Supplier,2024-04-21,2023-09-02,ProviderA
ENT004664,Expired,Low,False,False,Unknown,2023-10-23,2024-12-23,Manual Upload
ENT003544,Pending,Medium,True,False,Unknown,2020-05-08,2025-05-25,Manual Upload
ENT001970,Unknown,Low,,True,Fund,2022-06-02,2024-10-03,ProviderA
ENT000915,Pending,High,False,True,Client,2020-08-12,2027-09-11,Manual Upload
ENT004737,Rejected,Low,N,,Unknown,2024-10-24,2026-03-06,KYC Platform
ENT001990,Expired,InvalidRisk,Y,True,Client,2020-07-23,2026-03-26,Manual Upload
ENT004323,Approved,Medium,N,,Broker,2022-01-24,2024-07-14,KYC Platform
ENT002786,Approved,Low,N,True,Unknown,2021-04-17,2027-08-19,ProviderA
ENT002692,Unknown,Medium,,,Issuer,2020-07-02,2024-06-23,ProviderA
ENT002924,Rejected,Medium,N,Y,Fund,2022-03-22,2026-09-22,KYC Platform
ENT001280,Unknown,Low,,N,Supplier,2024-06-29,2024-08-09,ProviderA
ENT004308,Pending,High,N,N,Issuer,2017-11-14,2025-06-03,KYC Platform
ENT000123,Expired,Medium,Y,,Unknown,2024-08-26,2027-10-08,KYC Platform
ENT002816,Unknown,Low,True,False,Fund,2020-02-12,2026-10-28,Manual Upload
ENT003419,Unknown,Low,True,,Client,2023-01-05,2024-01-11,KYC Platform
ENT004248,Pending,Low,Y,N,Issuer,2021-11-03,2025-08-05,KYC Platform
ENT004583,Rejected,Medium,N,Y,Unknown,2021-09-25,2024-03-28,ProviderA
ENT003318,Pending,High,False,Y,Supplier,2024-03-30,2027-12-10,Manual Upload
ENT001441,Pending,High,True,,Unknown,2023-06-14,2025-04-18,ProviderA
ENT000957,Approved,Critical,N,,Unknown,2024-01-31,2022-06-20,KYC Platform
ENT004276,Rejected,Low,Y,Y,Issuer,2020-06-02,2024-11-05,KYC Platform
ENT001054,Rejected,Low,,True,Client,2022-09-12,2025-11-16,Manual Upload
ENT003209,Pending,Medium,,N,Unknown,2021-10-12,2025-05-07,ProviderA
ENT000628,Rejected,InvalidRisk,Y,True,Broker,2020-09-25,2025-10-27,KYC Platform
ENT004289,Approved,High,,,Issuer,2020-01-12,2024-07-04,Manual Upload
ENT002581,Expired,Medium,False,N,Issuer,2021-06-01,2027-11-16,KYC Platform
ENT002476,Expired,Medium,False,True,Fund,2023-11-26,2026-01-31,Manual Upload
ENT002341,Unknown,High,,N,Client,2020-01-27,2027-08-11,KYC Platform
ENT002080,Expired,Medium,,True,Fund,2023-03-26,2026-04-21,KYC Platform
ENT000238,Approved,High,,True,Fund,2018-02-24,2023-11-16,KYC Platform
ENT001218,Rejected,Medium,False,N,Unknown,2021-01-28,2024-07-29,Manual Upload
ENT004076,Expired,Low,True,N,Supplier,2021-10-07,2026-01-07,KYC Platform
ENT000606,Expired,High,Y,N,Client,2022-03-22,2023-05-26,ProviderA
ENT001935,Expired,Low,N,True,Supplier,2021-03-06,2027-03-21,ProviderA
ENT001651,Unknown,Low,True,,Fund,2024-04-28,2026-12-07,KYC Platform
ENT002989,Pending,High,True,True,Unknown,2023-12-06,2027-10-16,Manual Upload
ENT001026,Expired,Low,Y,,Fund,2023-04-03,2027-10-27,KYC Platform
ENT000798,Pending,InvalidRisk,False,N,Broker,2022-06-16,2024-11-19,KYC Platform
ENT003988,Expired,InvalidRisk,True,Y,Supplier,2021-12-15,2024-05-28,KYC Platform
ENT000674,Approved,Medium,N,True,Broker,2021-06-22,2026-01-31,KYC Platform
ENT000106,Pending,Low,N,False,Unknown,2020-12-07,2022-08-12,ProviderA
ENT003947,Expired,Low,True,Y,Supplier,2020-01-10,2024-03-31,Manual Upload
ENT003621,Approved,Low,N,Y,Supplier,2022-11-23,2025-02-24,ProviderA
ENT004866,Approved,Low,False,True,Client,2024-09-05,2020-11-17,Manual Upload
ENT000938,Expired,Critical,True,Y,Client,2023-07-24,2023-01-06,Manual Upload
ENT000091,Expired,Low,,Y,Supplier,2021-04-25,2027-11-19,KYC Platform
ENT001530,Unknown,High,False,False,Client,2020-10-24,2024-05-23,ProviderA
ENT001008,Pending,Low,False,False,Broker,2024-11-01,2027-12-28,ProviderA
ENT000275,Unknown,Medium,,Y,Unknown,2023-01-21,2025-04-04,Manual Upload
ENT003441,Expired,Low,Y,N,Supplier,2023-07-13,2027-08-27,Manual Upload
ENT003990,Expired,InvalidRisk,True,N,Supplier,2021-10-20,2027-09-22,Manual Upload
ENT001708,Unknown,High,True,,Supplier,2022-06-22,2027-08-18,Manual Upload
ENT_KYC_ORPHAN_73,Unknown,Low,Y,True,Unknown,2023-08-10,2026-12-31,ProviderA
ENT000839,Rejected,Medium,Y,True,Fund,2022-12-31,2026-08-09,KYC Platform
ENT002440,Pending,Medium,True,Y,Fund,2023-08-12,2026-07-08,Manual Upload
ENT004029,Pending,Medium,N,False,Fund,2023-12-19,2026-07-08,KYC Platform
ENT003493,Rejected,High,True,N,Fund,2022-04-21,2026-10-02,KYC Platform
ENT002767,Approved,Low,Y,True,Broker,2021-11-28,2024-04-14,ProviderA
ENT000263,Unknown,Medium,True,,Issuer,2024-07-01,2026-11-18,ProviderA
ENT000968,Unknown,Critical,,,Supplier,2023-05-28,2025-06-16,Manual Upload
ENT000248,Expired,Medium,True,False,Issuer,2021-01-26,2026-06-23,KYC Platform
ENT001259,Unknown,Low,N,N,Fund,2021-11-18,2021-10-05,Manual Upload
ENT002191,Approved,High,False,False,Client,2017-01-29,2026-12-09,ProviderA
ENT003777,Expired,Medium,False,,Broker,2020-06-18,2027-12-03,Manual Upload
ENT003923,Pending,Low,Y,,Unknown,2022-01-17,2026-01-24,Manual Upload
ENT004299,Pending,High,N,False,Issuer,2021-12-08,2024-03-24,KYC Platform
ENT002216,Expired,Medium,True,,Client,2020-01-20,2026-10-30,ProviderA
ENT001789,Expired,Low,N,True,Issuer,2021-12-16,2027-09-09,ProviderA
ENT003061,Unknown,Low,False,N,Unknown,2021-01-28,2024-09-13,ProviderA
ENT000645,Approved,Medium,N,False,Broker,2021-02-25,2026-09-23,KYC Platform
ENT002437,Expired,Medium,Y,N,Broker,2024-03-08,2027-07-29,ProviderA
ENT001432,Unknown,Medium,N,True,Supplier,2020-06-27,2025-07-31,KYC Platform
ENT004813,Approved,Medium,,Y,Broker,2024-07-21,2022-08-14,Manual Upload
ENT_KYC_ORPHAN_50,Unknown,InvalidRisk,True,True,Unknown,2022-06-16,2025-11-06,KYC Platform
ENT003020,Approved,High,Y,Y,Broker,2023-09-14,2024-10-09,ProviderA
ENT002478,Approved,Medium,True,False,Broker,2021-04-07,2024-12-15,ProviderA
ENT002519,Approved,InvalidRisk,,,Fund,2024-05-31,2026-09-15,KYC Platform
ENT004359,Pending,Medium,Y,False,Client,2021-10-01,2024-10-28,ProviderA
ENT000403,Rejected,Low,True,,Supplier,2022-06-25,2025-08-06,KYC Platform
ENT000126,Approved,High,,N,Issuer,2022-11-13,2026-12-14,KYC Platform
ENT003329,Pending,Medium,,,Fund,2023-08-12,2027-06-29,Manual Upload
ENT004069,Expired,Low,N,False,Fund,2021-03-02,2025-05-04,ProviderA
ENT004028,Unknown,Medium,True,Y,Issuer,2024-01-27,2027-10-26,Manual Upload
ENT004002,Approved,Critical,Y,N,Unknown,2024-08-26,2026-01-18,Manual Upload
ENT004234,Expired,Low,True,,Broker,2021-01-13,2024-05-27,KYC Platform
ENT003155,Rejected,Medium,False,N,Client,2020-05-14,2027-04-27,KYC Platform
ENT000654,Rejected,Medium,,N,Broker,2020-03-31,2025-08-19,KYC Platform
ENT000429,Pending,Low,True,True,Client,2024-12-07,2027-04-15,ProviderA
ENT000207,Approved,Low,,N,Fund,2024-10-22,2024-04-28,KYC Platform
ENT000996,Unknown,High,True,Y,Unknown,2024-03-29,2025-05-08,Manual Upload
ENT001355,Pending,Low,N,False,Issuer,2023-10-12,2024-12-06,ProviderA
ENT001383,Pending,Medium,Y,True,Client,2021-04-13,2027-02-27,ProviderA
ENT002193,Approved,Low,Y,,Fund,2021-06-23,2025-06-29,KYC Platform
ENT004886,Approved,High,True,N,Unknown,2024-11-10,2027-04-17,ProviderA
ENT004252,Approved,Medium,True,N,Fund,2023-01-10,2027-08-14,Manual Upload
ENT000078,Pending,InvalidRisk,,Y,Fund,2020-05-20,2027-07-07,Manual Upload
ENT000920,Rejected,High,Y,True,Client,2023-11-01,2027-06-29,KYC Platform
ENT004888,Approved,Low,True,,Issuer,2020-08-07,2025-03-11,Manual Upload
ENT004727,Pending,Medium,,,Unknown,2022-11-23,2026-12-13,KYC Platform
ENT004675,Unknown,InvalidRisk,,Y,Issuer,2021-04-14,2024-08-17,ProviderA
ENT003456,Approved,Low,True,False,Broker,2023-10-18,2025-04-21,ProviderA
ENT000751,Unknown,Medium,True,True,Fund,2024-04-29,2025-04-14,ProviderA
ENT004231,Expired,Medium,,True,Fund,2020-02-22,2027-03-02,KYC Platform
ENT001758,Unknown,Medium,Y,,Broker,2022-08-01,2024-09-15,Manual Upload
ENT000240,Approved,Medium,,N,Supplier,2020-11-05,2026-04-29,KYC Platform
ENT000341,Unknown,Low,N,,Unknown,2022-11-09,2027-05-17,ProviderA
ENT002512,Rejected,High,Y,False,Issuer,2017-01-09,2025-01-04,Manual Upload
ENT000102,Pending,Low,True,False,Supplier,2021-11-11,2026-04-12,ProviderA
ENT002765,Unknown,Medium,True,,Fund,2020-12-21,2025-04-15,ProviderA
ENT002454,Approved,High,N,N,Unknown,2023-02-02,2023-02-09,Manual Upload
ENT002359,Rejected,Low,True,False,Client,2020-12-14,2024-01-01,ProviderA
ENT001353,Expired,Critical,Y,True,Supplier,2021-08-18,2025-07-04,Manual Upload
ENT003067,Rejected,Low,True,False,Client,2020-03-09,2027-09-23,ProviderA
ENT000400,Pending,Low,Y,,Client,2023-06-19,2023-09-10,ProviderA
ENT004052,Approved,Low,,False,Supplier,2021-01-23,2027-05-05,KYC Platform
ENT000409,Unknown,Medium,True,Y,Fund,2020-06-05,2026-09-02,KYC Platform
ENT003321,Unknown,Medium,Y,,Broker,2021-10-25,2025-04-09,Manual Upload
ENT002585,Approved,High,True,False,Broker,2024-12-18,2025-01-08,Manual Upload
ENT002267,Approved,Low,N,True,Fund,2020-09-12,2025-09-10,KYC Platform
ENT004092,Unknown,Medium,N,True,Supplier,2022-01-29,2027-02-14,KYC Platform
ENT004487,Unknown,InvalidRisk,Y,True,Unknown,2021-11-09,2024-07-10,KYC Platform
ENT002402,Expired,Critical,False,,Unknown,2022-04-21,2025-04-10,KYC Platform
ENT003470,Rejected,Medium,False,N,Fund,2023-12-13,2021-05-13,Manual Upload
ENT000971,Unknown,Medium,,N,Unknown,2020-03-14,2027-07-03,KYC Platform
ENT004926,Unknown,Low,Y,N,Client,2020-01-03,2025-09-03,Manual Upload
ENT002690,Rejected,High,Y,,Supplier,2024-01-27,2024-11-26,KYC Platform
ENT000728,Rejected,Medium,Y,Y,Supplier,2022-03-03,2024-02-10,ProviderA
ENT001195,Rejected,InvalidRisk,Y,,Supplier,2020-02-21,2027-08-19,ProviderA
ENT003979,Approved,Medium,False,N,Client,2024-04-24,2024-02-06,ProviderA
ENT004240,Unknown,Low,Y,N,Unknown,2021-02-10,2026-12-07,KYC Platform
ENT002401,Approved,Low,N,False,Client,2024-10-25,2024-05-23,KYC Platform
ENT003540,Unknown,Medium,,False,Supplier,2020-08-22,2027-06-29,Manual Upload
ENT004454,Expired,High,,False,Supplier,2021-10-25,2025-02-26,KYC Platform
ENT004513,Unknown,High,,,Client,2017-01-04,2024-02-18,KYC Platform
ENT002136,Unknown,Medium,False,False,Broker,2022-10-18,2026-06-18,ProviderA
ENT003858,Expired,Low,N,True,Unknown,2020-12-25,2024-03-05,KYC Platform
ENT000904,Expired,Medium,,True,Fund,2023-03-16,2025-09-30,Manual Upload
ENT001198,Expired,High,N,N,Issuer,2020-04-20,2025-06-08,Manual Upload
ENT001424,Approved,Critical,Y,Y,Fund,2023-02-14,2026-11-08,KYC Platform
ENT004464,Pending,Medium,Y,N,Client,2022-07-29,2020-08-19,KYC Platform
ENT001666,Rejected,Low,False,N,Client,2020-06-27,2025-02-15,Manual Upload
ENT003202,Rejected,Low,Y,,Supplier,2024-12-03,2024-07-23,ProviderA
ENT003178,Expired,Low,,N,Broker,2020-01-08,2025-08-30,Manual Upload
ENT002096,Expired,InvalidRisk,False,True,Fund,2020-12-16,2026-01-06,ProviderA
ENT002034,Unknown,High,Y,True,Broker,2021-08-25,2026-10-07,ProviderA
ENT000398,Expired,Low,True,N,Supplier,2020-09-07,2027-01-28,KYC Platform
ENT002828,Expired,High,True,Y,Supplier,2017-10-30,2026-07-20,Manual Upload
ENT003175,Approved,Medium,Y,,Issuer,2024-04-28,2027-12-24,Manual Upload
ENT001769,Approved,Medium,,Y,Supplier,2023-05-21,2024-06-13,KYC Platform
ENT004699,Rejected,Low,Y,,Issuer,2024-08-30,2026-03-11,ProviderA
ENT003607,Unknown,Low,True,Y,Issuer,2021-06-14,2022-09-08,Manual Upload
ENT004340,Unknown,Low,N,,Client,2024-10-20,2022-10-27,ProviderA
ENT003652,Pending,Medium,Y,Y,Issuer,2022-03-02,2022-08-22,Manual Upload
ENT001948,Rejected,Medium,N,True,Client,2024-03-29,2026-08-10,Manual Upload
ENT_KYC_ORPHAN_21,Approved,Medium,,,Client,2020-05-08,2027-07-31,Manual Upload
ENT001298,Expired,Critical,True,,Issuer,2023-02-13,2025-07-16,ProviderA
ENT000230,Unknown,High,Y,N,Issuer,2018-08-17,2027-09-28,ProviderA
ENT002967,Pending,Low,False,False,Issuer,2022-02-15,2026-11-26,ProviderA
ENT004889,Pending,High,,True,Issuer,2023-11-26,2027-02-05,ProviderA
ENT003426,Rejected,Medium,N,N,Fund,2020-01-09,2027-04-30,Manual Upload
ENT004110,Approved,Medium,Y,Y,Client,2024-01-20,2025-10-12,ProviderA
