entity_id,legal_name,normalized_name,country_code,registration_number,entity_type,sector,industry,status,incorporation_date,last_verified_date,source_system,created_at,updated_at
ENT000494,Falcon Group,FALCON,NL,NL-929611,Financial Institution,Technology,Logistics,Active,2002-05-25,2022-03-10,Manual Upload,2022-08-27,2024-06-05
ENT000495,Nova Corporation,NOVA,AE,AE-597996,Public Company,Financials,Power Generation,Inactive,2018-10-17,2021-08-18,ProviderB,2023-09-21,2023-04-27
ENT000496,Helios Technologies,HELIOS TECHNOLOGIES,DE,DE-764144,Private Company,Consumer Goods,Retail,Active,2008-06-23,2021-04-14,Issuer Feed,2024-04-23,2024-12-07
ENT000497,BluePeak Energy,BLUEPEAK ENERGY,NL,NL-575593,Public Company,Real Estate,Banking,Dissolved,1999-04-16,2021-07-17,Issuer Feed,2023-03-03,2023-04-09
ENT000498,Meridian Partners,MERIDIAN PARTNERS,GB,GB-586762,Private Company,Financials,Pharmaceuticals,Active,1990-10-06,2024-05-21,KYC Platform,2021-12-13,2024-08-17
ENT000499,Meridian Capital,MERIDIAN CAPITAL,IN,IN-385691,Private Company,Telecommunications,Mining,Merged,1993-10-15,2021-02-09,ProviderA,2021-11-04,2024-03-31
ENT000500,Union Technologies,UNION TECHNOLOGIES,AU,AU-462409,Financial Institution,Industrials,Software,Active,1983-04-16,2024-08-01,Internal Master,2022-12-28,2023-04-14
ENT000501,PrimeEdge Investments,PRIMEEDGE INVESTMENTS,GB,GB-366336,Private Company,Real Estate,Logistics,Active,1986-10-16,2021-11-18,Internal Master,2020-05-01,2023-12-15
ENT000502,Meridian Services,MERIDIAN SERVICES,ZA,ZA-515921,Financial Institution,Industrials,Private Equity,Active,2002-05-22,2023-06-03,ProviderB,2021-12-27,2023-08-19
ENT000503,Riverstone Services,RIVERSTONE SERVICES,IE,,Private Company,Telecommunications,Software,Inactive,1981-05-22,2022-01-12,ProviderB,2021-08-06,2025-01-09
ENT000504,Silvergate Technologies,SILVERGATE TECHNOLOGIES,GB,GB-407505,Public Company,Materials,Telecom Services,Active,2000-09-26,2024-07-25,ProviderA,2024-03-11,2024-02-27
ENT000505,Redwood Technologies,REDWOOD TECHNOLOGIES,AE,,SPV,Energy,Power Generation,Active,1981-11-05,2016-05-05,Issuer Feed,2023-11-05,2023-10-18
ENT000506,Nova Corporation,NOVA,FR,FR-951564,SPV,Healthcare,Pharmaceuticals,Active,1987-02-16,2023-11-10,Internal Master,2021-03-10,2023-07-28
ENT000507,Nova Group,NOVA,US,US-236095,Private Company,Technology,Private Equity,Active,2010-06-05,2024-09-27,ProviderB,2022-12-11,2023-04-23
ENT000508,Albion Corporation,ALBION,XX,AU-327571,Government Entity,Energy,Logistics,Active,1981-04-08,2022-10-06,ProviderB,2022-01-22,2024-02-04
ENT000509,Summit Energy,SUMMIT ENERGY,ZA,ZA-543853,Financial Institution,Telecommunications,Software,Inactive,1994-10-22,2022-10-21,Manual Upload,2023-09-25,2024-02-07
ENT000510,Korefield Ltd,KOREFIELD,BR,BR-468411,,Financials,Software,Active,1988-05-17,2019-10-03,Internal Master,2022-03-21,2025-01-21
ENT000511,Korefield Ltd,KOREFIELD,CH,CH-407024,Financial Institution,Healthcare,Software,Active,1982-05-18,2024-07-07,Manual Upload,2022-11-19,2024-05-26
ENT000512,Silvergate Corporation,SILVERGATE,JP,JP-800400,SPV,Energy,Retail,Active,1989-02-27,2024-11-01,Issuer Feed,2023-04-11,2023-12-24
ENT000513,PrimeEdge Limited,PRIMEEDGE,LU,LU-548994,Fund,Telecommunications,Software,Unknown,1984-12-08,2022-12-27,Issuer Feed,2023-09-13,2023-10-21
ENT000514,Korefield Holdings,KOREFIELD,CH,CH-427907,Private Company,Utilities,Pharmaceuticals,Active,1983-07-18,2023-10-09,Issuer Feed,2023-03-30,2023-07-26
ENT000515,Oakwell Group,OAKWELL,ZZZ,SG-531068,Public Company,Industrials,Power Generation,Active,2009-04-09,2024-01-13,Issuer Feed,2021-05-02,2024-05-25
ENT000516,Albion PLC,ALBION,AE,AE-897948,Private Company,Industrials,Private Equity,Active,2021-04-19,2022-06-02,ProviderB,2023-04-29,2023-04-26
ENT000517,Redwood Group,REDWOOD,AU,AU-985555,SPV,Industrials,Telecom Services,Active,2001-05-30,2021-01-06,KYC Platform,2021-06-03,2023-01-05
ENT000518,Korefield Investments,KOREFIELD INVESTMENTS,AE,AE-318765,SPV,Energy,Retail,Active,2018-07-13,2021-07-07,ProviderB,2023-04-18,2024-12-11
ENT000519,Westbridge Limited,WESTBRIDGE,NL,NL-136167,Private Company,Healthcare,Telecom Services,Active,2014-03-19,2024-08-03,Manual Upload,2024-04-08,2023-01-27
ENT000520,Crestline Corporation,CRESTLINE,DE,DE-128210,Fund,Materials,Logistics,Active,1998-07-01,2024-03-13,ProviderA,2022-02-10,2023-07-01
ENT000521,Greenfield Corporation,GREENFIELD,LU,LU-500860,Private Company,Financials,Software,,2022-11-01,2021-05-19,KYC Platform,2024-01-05,2024-03-16
ENT000522,Crestline Capital,CRESTLINE CAPITAL,IE,IE-665875,Private Company,Utilities,Power Generation,Active,2003-05-08,2024-03-17,ProviderA,2020-09-12,2023-06-02
ENT000523,Greenfield PLC,GREENFIELD,CA,CA-146173,Financial Institution,Energy,Oil & Gas,Active,2011-03-01,2024-07-14,ProviderB,2021-11-29,2024-06-12
ENT000524,Sterling Partners,STERLING PARTNERS,CH,CH-557427,Private Company,Energy,Mining,Active,2022-08-30,2023-03-05,Manual Upload,2023-11-30,2024-03-10
ENT000525,Horizon Ltd,HORIZON,AE,AE-459673,Private Company,Technology,Logistics,Active,2011-10-23,2022-10-22,ProviderA,2023-04-14,2023-03-01
ENT000526,Albion Capital,ALBION CAPITAL,NG,NG-939751,Private Company,Technology,Private Equity,Active,2005-12-30,2024-12-31,Manual Upload,2021-06-17,2023-12-31
ENT000527,Albion Finance,ALBION FINANCE,JP,JP-643212,Private Company,Healthcare,Banking,Active,2007-02-05,2024-06-27,Issuer Feed,2022-04-02,2024-10-17
ENT000528,Korefield Finance,KOREFIELD FINANCE,JP,JP-480818,SPV,Real Estate,Logistics,Active,2008-10-11,2022-07-19,ProviderB,2020-06-30,2023-11-01
ENT000529,Lagos Continental Investments,LAGOS CONTINENTAL INVESTMENTS,JP,JP-627981,Financial Institution,Materials,Logistics,Active,2023-01-06,2022-11-28,ProviderB,2023-09-02,2024-06-18
ENT000530,Crestline Group,CRESTLINE,SG,SG-222031,Fund,Telecommunications,Pharmaceuticals,Active,2010-11-05,2024-10-08,Internal Master,2020-07-30,2024-04-01
ENT000531,Frontier Industries,FRONTIER INDUSTRIES,FR,FR-527520,Fund,Energy,Retail,Active,1993-03-10,2024-09-08,Issuer Feed,2022-07-15,2023-12-30
ENT000532,Riverstone Industries,RIVERSTONE INDUSTRIES,US,US-396770,Private Company,Materials,Telecom Services,Active,1980-12-19,2023-07-10,KYC Platform,2022-03-23,2024-03-25
ENT000533,Redwood Capital,REDWOOD CAPITAL,BR,BR-262886,Private Company,Real Estate,Mining,Active,2014-06-13,2023-08-06,Manual Upload,2022-10-11,2024-01-20
ENT000534,Granite Partners,GRANITE PARTNERS,CA,CA-453890,Private Company,Financials,Private Equity,Active,2001-06-23,2023-12-12,ProviderA,2021-11-30,2023-02-23
ENT000535,Helios Limited,HELIOS,HK,HK-675092,Public Company,Healthcare,Software,Active,1998-04-06,2022-02-27,ProviderB,2020-05-20,2023-12-11
ENT000536,Horizon PLC,HORIZON,JP,JP-624818,Financial Institution,Utilities,Mining,Active,2021-02-21,2024-09-01,Issuer Feed,2022-12-25,2023-11-24
ENT000537,Redwood Technologies,REDWOOD TECHNOLOGIES,NG,NG-967554,Private Company,Financials,Logistics,Unknown,1986-11-02,2022-03-06,ProviderB,2024-01-09,2024-09-06
ENT000538,Lagos Continental PLC,LAGOS CONTINENTAL,HK,HK-347050,Private Company,Financials,Logistics,Active,1981-08-26,2024-04-29,ProviderA,2022-10-01,2024-07-22
ENT000539,Greenfield PLC,GREENFIELD,NG,NG-729702,Public Company,Telecommunications,Banking,Active,2012-07-12,2024-04-13,ProviderA,2020-03-12,2024-03-28
ENT000540,Crestline Corporation,CRESTLINE,ZA,ZA-595281,Government Entity,Healthcare,Telecom Services,Running,2020-08-29,2022-02-26,Manual Upload,2020-06-25,2023-10-29
ENT000541,Granite Finance,GRANITE FINANCE,ZA,ZA-886443,Private Company,Industrials,Private Equity,Unknown,2016-06-28,2024-03-25,ProviderB,2021-03-27,2024-05-12
ENT000542,Granite Technologies,GRANITE TECHNOLOGIES,LU,LU-917240,Private Company,Utilities,Software,Active,2018-04-28,2024-06-21,Issuer Feed,2021-05-02,2025-02-26
ENT000543,Sterling Corporation,STERLING,IE,IE-736761,Financial Institution,Consumer Goods,Private Equity,Active,2017-12-30,2022-12-27,KYC Platform,2020-07-20,2024-10-22
ENT000544,PrimeEdge Finance,PRIMEEDGE FINANCE,JP,JP-481356,Private Company,Utilities,Banking,Inactive,2010-03-01,2023-02-28,KYC Platform,2024-01-11,2023-07-05
ENT000545,Horizon Ltd,HORIZON,CH,,Financial Institution,Energy,Mining,Unknown,2020-07-23,2023-01-15,ProviderA,2023-04-25,2023-08-10
ENT000546,Albion Energy,ALBION ENERGY,AU,,Private Company,Financials,Software,Inactive,1995-01-06,2021-03-07,ProviderA,2023-06-12,2024-01-27
ENT000547,Silvergate Capital,SILVERGATE CAPITAL,JP,JP-825309,SPV,Technology,Logistics,Active,2012-10-09,2023-03-01,ProviderB,2024-04-30,2024-06-05
ENT000548,Helios Ltd,HELIOS,JP,JP-306008,Financial Institution,Technology,Banking,Active,2027-04-10,2023-09-12,Internal Master,2023-11-30,2024-06-15
ENT000549,PrimeEdge Investments,PRIMEEDGE INVESTMENTS,AE,AE-885685,Private Company,Healthcare,Private Equity,Unknown,2003-03-19,2023-03-31,KYC Platform,2020-10-07,2024-09-09
ENT000550,Korefield Energy,KOREFIELD ENERGY,SG,SG-821193,Fund,Utilities,Retail,Active,1992-10-14,2023-01-01,Internal Master,2020-02-06,2024-03-08
ENT000551,Lagos Continental Energy,LAGOS CONTINENTAL ENERGY,LU,LU-179342,Private Company,Energy,Mining,Active,2021-04-19,2023-01-03,ProviderA,2023-04-12,2024-10-12
ENT000552,Westbridge PLC,WESTBRIDGE,BR,BR-342703,SPV,Energy,Pharmaceuticals,Merged,1999-03-10,2023-02-24,KYC Platform,2024-02-06,2023-01-31
ENT000553,Cedar PLC,CEDAR,HK,HK-312226,Financial Institution,Technology,Banking,Active,1989-03-21,2024-09-19,Internal Master,2023-02-25,2023-06-21
ENT000554,Nova Services,NOVA SERVICES,CH,CH-621821,SPV,Healthcare,Telecom Services,Active,2005-01-18,2016-03-14,Internal Master,2023-11-14,2024-02-10
ENT000555,Granite Limited,GRANITE,HK,HK-287768,Financial Institution,Energy,Oil & Gas,Active,1983-05-27,2021-11-24,ProviderA,2022-09-26,2024-02-17
ENT000556,Falcon Holdings,FALCON,IN,IN-370222,Private Company,Energy,Telecom Services,Active,1985-07-30,2021-04-04,Issuer Feed,2022-01-12,2025-02-01
ENT000557,,,BR,BR-270258,Private Company,Consumer Goods,Banking,Active,1998-12-28,2024-06-26,Issuer Feed,2020-08-01,2024-06-04
ENT000558,BluePeak Energy,BLUEPEAK ENERGY,DE,DE-160662,Private Company,Energy,Oil & Gas,Active,2007-10-04,2021-09-21,Internal Master,2023-01-11,2023-11-17
ENT000559,Union Partners,UNION PARTNERS,CH,CH-513423,SPV,Energy,Telecom Services,Active,2005-08-13,2022-09-02,ProviderA,2021-04-24,2024-04-07
ENT000560,,,BR,BR-387696,Financial Institution,Real Estate,Telecom Services,Active,1982-06-09,2024-01-11,Internal Master,2021-03-22,2023-04-02
ENT000561,Northbridge Ltd,NORTHBRIDGE,BR,BR-554065,Fund,Financials,Oil & Gas,Active,2009-12-01,2021-09-18,Internal Master,2023-12-09,2023-11-05
ENT000562,Nova Holdings,NOVA,LU,LU-290827,Private Company,Financials,Oil & Gas,Unknown,1982-07-15,2021-12-09,Manual Upload,2022-12-17,2023-01-17
ENT000563,Silvergate Corporation,SILVERGATE,CA,CA-357732,Private Company,Financials,Private Equity,Active,2015-11-16,2023-07-18,ProviderB,2021-12-31,2023-04-29
ENT000564,Silvergate Partners,SILVERGATE PARTNERS,CA,,SPV,Consumer Goods,Banking,Unknown,1981-09-20,2023-07-07,Issuer Feed,2023-04-18,2023-11-22
ENT000565,Meridian Industries,MERIDIAN INDUSTRIES,LU,LU-824524,Financial Institution,Telecommunications,Software,Active,1981-03-05,2020-11-05,Issuer Feed,2022-03-04,2023-01-04
ENT000566,Crestline Industries,CRESTLINE INDUSTRIES,LU,LU-339545,Public Company,Telecommunications,Mining,Active,2002-10-09,2023-03-03,ProviderB,2024-05-24,2023-05-27
ENT000567,Frontier Investments,FRONTIER INVESTMENTS,DE,DE-245605,Public Company,Telecommunications,Retail,Inactive,2015-04-15,2023-10-26,Issuer Feed,2020-02-16,2024-12-06
ENT000568,Falcon Limited,FALCON,SG,SG-976979,Private Company,Financials,Banking,Merged,2013-08-29,2021-11-20,ProviderA,2022-03-20,2024-10-20
ENT000569,Redwood Capital,REDWOOD CAPITAL,LU,LU-712782,Public Company,Healthcare,Private Equity,Active,2006-05-28,2022-10-10,ProviderB,2021-11-14,2024-03-24
ENT000570,Redwood Technologies,REDWOOD TECHNOLOGIES,DE,DE-543110,Financial Institution,Telecommunications,Pharmaceuticals,Active,1987-11-08,2022-02-14,ProviderB,2020-07-19,2025-01-21
ENT000571,Westbridge Group,WESTBRIDGE,AU,AU-729447,Private Company,Telecommunications,Power Generation,Active,2021-12-04,2024-10-05,KYC Platform,2023-04-05,2023-01-25
ENT000572,Granite Corporation,GRANITE,NG,NG-298958,Private Company,Healthcare,Telecom Services,Active,1980-11-26,2015-09-05,ProviderA,2020-06-13,2025-01-12
ENT000573,Helios Energy,HELIOS ENERGY,N/A,DE-485318,Private Company,Real Estate,Pharmaceuticals,Active,1995-04-22,2024-06-04,Issuer Feed,2023-03-01,2024-01-27
ENT000574,Meridian Investments,MERIDIAN INVESTMENTS,AU,AU-452209,Private Company,Real Estate,Pharmaceuticals,Active,2013-03-06,2024-07-09,Manual Upload,2023-05-23,2023-10-23
ENT000575,Greenfield Corporation,GREENFIELD,CH,CH-748783,Financial Institution,Utilities,Retail,Active,2007-02-22,2021-09-03,Manual Upload,2022-03-09,2024-09-15
ENT000576,Summit Technologies,SUMMIT TECHNOLOGIES,NL,NL-265087,Private Company,Utilities,Pharmaceuticals,Dissolved,2014-10-11,2024-10-07,Manual Upload,2021-02-05,2023-12-25
ENT000577,Crestline Services,CRESTLINE SERVICES,JP,JP-540181,Public Company,Materials,Oil & Gas,Active,2013-09-22,2021-03-13,KYC Platform,2024-06-06,2024-04-19
ENT000578,Cedar Partners,CEDAR PARTNERS,CA,CA-850314,Private Company,Utilities,Power Generation,Inactive,2021-05-05,2022-07-20,Issuer Feed,2023-03-03,2023-09-06
ENT000579,Riverstone Corporation,RIVERSTONE,NL,NL-276695,Financial Institution,Consumer Goods,Telecom Services,Inactive,2002-09-20,2020-10-08,Issuer Feed,2020-07-11,2024-02-18
ENT000580,Summit Group,SUMMIT,CH,CH-207972,Financial Institution,Healthcare,Telecom Services,Unknown,1986-11-10,2021-03-09,Manual Upload,2023-04-24,2023-04-12
ENT000581,Oakwell Energy,OAKWELL ENERGY,BR,BR-839093,Private Company,Healthcare,Power Generation,Active,1987-08-29,2023-03-18,Internal Master,2020-09-16,2023-06-19
ENT000582,Silvergate Technologies,SILVERGATE TECHNOLOGIES,CA,CA-886174,Fund,Real Estate,Retail,Active,1982-03-11,2023-05-28,ProviderA,2022-10-20,2024-03-17
ENT000583,Albion Ltd,ALBION,IE,IE-487509,Public Company,Technology,Mining,Active,1988-12-30,2023-05-01,ProviderB,2021-02-28,2025-01-14
ENT000584,Northbridge Capital,NORTHBRIDGE CAPITAL,ZA,ZA-141325,Private Company,Telecommunications,Private Equity,Active,1984-11-25,2022-09-03,KYC Platform,2022-11-08,2023-05-27
ENT000585,Union Services,UNION SERVICES,NL,NL-586622,Public Company,Consumer Goods,Mining,Active,2016-04-06,2024-02-24,Manual Upload,2023-08-12,2024-04-01
ENT000586,Falcon Partners,FALCON PARTNERS,,JP-369646,Government Entity,Healthcare,Oil & Gas,Inactive,2001-10-10,2022-12-21,Internal Master,2023-07-11,2023-02-16
ENT000587,Summit PLC,SUMMIT,AE,AE-628684,Financial Institution,Industrials,Oil & Gas,Active,1999-07-18,2019-03-19,Internal Master,2023-06-06,2024-02-04
ENT000588,Northbridge Group,NORTHBRIDGE,IN,IN-225897,Private Company,Financials,Logistics,Active,2008-02-21,2022-10-08,Manual Upload,2023-03-07,2024-11-01
ENT000589,Cedar PLC,CEDAR,HK,HK-824637,Private Company,Utilities,Telecom Services,Dissolved,1995-10-27,2021-10-30,ProviderA,2023-06-22,2023-09-25
ENT000590,Nova Limited,NOVA,BR,BR-716738,Public Company,Financials,Software,Merged,2005-02-06,2023-08-15,Internal Master,2024-01-21,2024-09-22
ENT000591,,,,LU-680698,Private Company,Financials,Oil & Gas,Active,1980-02-26,2024-04-26,Issuer Feed,2023-12-15,2023-11-07
ENT000592,Greenfield Energy,GREENFIELD ENERGY,CH,CH-561089,Public Company,Technology,Banking,Active,2011-05-14,2022-03-21,Manual Upload,2023-06-22,2024-12-31
ENT000593,Crestline Group,CRESTLINE,CA,CA-298193,Private Company,Consumer Goods,Retail,Active,2018-05-06,2022-11-09,Manual Upload,2021-12-28,2024-05-11
ENT000594,Riverstone Partners,RIVERSTONE PARTNERS,LU,LU-945404,Financial Institution,Technology,Mining,Inactive,1981-09-18,2024-07-28,Manual Upload,2021-04-26,2023-09-16
ENT000595,Oakwell Limited,OAKWELL,IE,IE-339199,Public Company,Real Estate,Logistics,Active,1983-07-17,2021-10-29,Internal Master,2021-06-07,2023-07-29
ENT000596,Crestline Holdings,CRESTLINE,FR,FR-429562,Financial Institution,Materials,Power Generation,Active,1985-12-30,2022-09-08,Internal Master,2022-10-03,2024-11-17
ENT000597,BluePeak Industries,BLUEPEAK INDUSTRIES,CA,CA-933638,Public Company,Healthcare,Banking,Active,2006-10-02,2016-12-18,Manual Upload,2022-09-12,2024-01-15
ENT000598,Meridian Partners,MERIDIAN PARTNERS,,FR-136674,Private Company,Materials,Software,Active,2013-06-27,2022-05-15,Issuer Feed,2021-12-02,2023-11-11
ENT000599,Greenfield Finance,GREENFIELD FINANCE,JP,JP-212585,Private Company,Financials,Telecom Services,Inactive,2016-03-16,2018-12-26,ProviderA,2021-11-04,2024-04-07
ENT000600,PrimeEdge Partners,PRIMEEDGE PARTNERS,GB,GB-785492,Financial Institution,Energy,Logistics,Active,2014-05-15,2024-09-10,ProviderB,2023-04-05,2023-02-27
ENT000601,Silvergate Energy,SILVERGATE ENERGY,BR,,Private Company,Healthcare,Banking,Active,2005-05-23,2021-01-19,Manual Upload,2022-05-10,2023-05-26
ENT000602,Union Investments,UNION INVESTMENTS,NL,NL-621550,Private Company,Materials,Software,Active,2010-11-24,2022-06-08,Manual Upload,2020-01-31,2023-12-28
ENT000603,Horizon Services,HORIZON SERVICES,GB,GB-622480,SPV,Consumer Goods,Power Generation,Active,1992-04-25,2024-06-19,Manual Upload,2020-08-18,2023-08-18
ENT000604,Albion Investments,ALBION INVESTMENTS,IE,IE-844690,SPV,Utilities,Telecom Services,Active,2012-10-18,2021-05-02,ProviderB,2021-06-27,2024-03-12
ENT000605,Cedar Finance,CEDAR FINANCE,BR,BR-658256,Fund,Telecommunications,Private Equity,Active,1988-01-18,2023-01-10,Issuer Feed,2021-10-12,2023-10-02
ENT000606,Falcon Investments,FALCON INVESTMENTS,BR,BR-483524,Public Company,Industrials,Pharmaceuticals,Inactive,2022-05-22,2021-08-15,Internal Master,2023-04-17,2023-12-07
ENT000607,Lagos Continental Services,LAGOS CONTINENTAL SERVICES,NL,,Private Company,Materials,Mining,Merged,1981-11-02,2020-09-30,Manual Upload,2022-02-15,2024-09-06
ENT000608,Korefield Ltd,KOREFIELD,SG,SG-764362,Government Entity,Materials,Mining,Active,2021-07-17,2023-11-10,ProviderA,2021-12-01,2024-09-11
ENT000609,Albion Investments,ALBION INVESTMENTS,NG,NG-441200,Fund,Industrials,Pharmaceuticals,Inactive,2000-04-06,2023-07-18,Manual Upload,2020-05-23,2023-08-19
ENT000610,PrimeEdge Energy,PRIMEEDGE ENERGY,US,US-253958,Fund,Utilities,Software,Active,2008-05-09,2023-04-02,Internal Master,2020-04-10,2023-10-05
ENT000611,Horizon Technologies,HORIZON TECHNOLOGIES,SG,SG-537676,Private Company,Telecommunications,Mining,Active,1987-01-12,2019-08-26,Manual Upload,2024-06-20,2024-05-19
ENT000612,Union Industries,UNION INDUSTRIES,IE,IE-999572,Private Company,Consumer Goods,Pharmaceuticals,Active,1994-01-18,2023-02-21,KYC Platform,2023-11-15,2024-12-27
ENT000613,Crestline Finance,CRESTLINE FINANCE,ZZZ,US-200941,Financial Institution,Energy,Logistics,Active,2017-12-08,2023-06-15,KYC Platform,2020-03-03,2024-03-05
ENT000614,Atlas Finance,ATLAS FINANCE,LU,LU-256282,SPV,Technology,Mining,Active,1980-08-14,2021-04-30,Issuer Feed,2022-01-15,2023-02-28
ENT000615,Riverstone Group,RIVERSTONE,CH,CH-995591,Public Company,Materials,Software,Active,1988-06-07,2021-02-01,ProviderB,2024-02-18,2024-04-15
ENT000616,PrimeEdge Investments,PRIMEEDGE INVESTMENTS,CA,CA-846819,Financial Institution,Technology,Private Equity,Merged,2007-10-15,2021-08-28,Manual Upload,2023-03-15,2024-07-22
ENT000617,Union Investments,UNION INVESTMENTS,LU,LU-205328,Private Company,Telecommunications,Oil & Gas,Active,2015-05-20,2023-02-28,Internal Master,2020-05-11,2025-01-08
ENT000618,Falcon Group,FALCON,XX,DE-291194,Private Company,Materials,Software,Unknown,1998-12-23,2022-08-02,KYC Platform,2021-12-05,2025-01-02
ENT000619,Northbridge Ltd,NORTHBRIDGE,LU,LU-721740,Private Company,Telecommunications,Pharmaceuticals,Active,2030-06-22,2022-06-19,ProviderA,2023-11-11,2024-06-28
ENT000620,Cedar Limited,CEDAR,CA,CA-804256,SPV,Technology,Logistics,Active,1986-06-20,2022-10-17,Internal Master,2021-05-06,2024-03-12
ENT000621,Albion Investments,ALBION INVESTMENTS,SG,SG-760554,Private Company,Real Estate,Software,Active,2019-03-04,2024-12-16,KYC Platform,2022-06-19,2023-05-13
ENT000622,Union Energy,UNION ENERGY,AE,AE-875126,Private Company,Financials,Private Equity,Active,1989-06-21,2022-07-05,Issuer Feed,2021-06-14,2024-11-24
ENT000623,Silvergate Finance,SILVERGATE FINANCE,LU,LU-556080,SPV,Utilities,Telecom Services,Active,2005-06-16,2022-10-11,Internal Master,2020-11-18,2024-01-12
ENT000624,Silvergate Energy,SILVERGATE ENERGY,FR,FR-888975,Private Company,Technology,Telecom Services,Unknown,2021-03-16,2023-01-05,Issuer Feed,2023-11-13,2024-06-29
ENT000625,Helios Finance,HELIOS FINANCE,LU,LU-636404,Financial Institution,Telecommunications,Power Generation,Unknown,1996-07-10,2024-02-06,Manual Upload,2021-01-14,2024-08-02
ENT000626,,,SG,SG-528146,Private Company,Industrials,Telecom Services,Active,2015-10-09,2023-12-08,Issuer Feed,2022-08-15,2023-01-12
ENT000627,Korefield Corporation,KOREFIELD,CA,CA-672791,Private Company,Consumer Goods,Telecom Services,Active,2014-08-24,2024-12-01,ProviderA,2021-07-31,2023-10-22
ENT000628,Horizon Ltd,HORIZON,IE,,Fund,Healthcare,Telecom Services,Active,2008-08-23,2023-07-18,Internal Master,2022-10-03,2024-06-13
ENT000629,Sterling Technologies,STERLING TECHNOLOGIES,IN,IN-645753,Fund,Consumer Goods,Power Generation,Active,2019-09-08,2024-10-25,Internal Master,2023-07-27,2024-01-09
ENT000630,,,SG,SG-850411,Private Company,Materials,Mining,Active,2014-02-17,2023-06-13,KYC Platform,2022-06-26,2024-06-02
ENT000631,Nova Services,NOVA SERVICES,NG,NG-962378,Fund,Real Estate,Oil & Gas,Active,2010-04-14,2023-02-26,ProviderA,2020-08-29,2024-03-19
ENT000632,Lagos Continental Corporation,LAGOS CONTINENTAL,AE,AE-621539,Financial Institution,Industrials,Retail,Inactive,1994-09-02,2023-03-26,ProviderB,2021-04-16,2023-01-01
ENT000633,Sterling Limited,STERLING,NL,NL-105158,Government Entity,Materials,Oil & Gas,Active,1982-09-12,2022-12-03,Internal Master,2021-02-01,2023-08-30
ENT000634,Korefield Capital,KOREFIELD CAPITAL,US,US-659148,Government Entity,Real Estate,Oil & Gas,Active,2011-12-09,2021-10-21,ProviderB,2023-02-04,2023-11-19
ENT000635,Granite Limited,GRANITE,GB,GB-326707,Private Company,Telecommunications,Mining,Active,2017-03-19,2022-06-20,Internal Master,2023-02-11,2023-10-31
ENT000636,Summit Ltd,SUMMIT,HK,HK-312460,Private Company,Consumer Goods,Logistics,Unknown,2010-08-01,2023-06-03,ProviderB,2020-08-23,2023-01-31
ENT000637,Granite Industries,GRANITE INDUSTRIES,US,US-893082,Private Company,Financials,Power Generation,Active,2008-09-28,2023-06-05,KYC Platform,2022-10-05,2023-01-15
ENT000638,Frontier Industries,FRONTIER INDUSTRIES,AE,AE-501540,Public Company,Consumer Goods,Power Generation,Active,2011-08-09,2021-08-20,Manual Upload,2022-01-31,2023-08-20
ENT000639,Horizon Investments,HORIZON INVESTMENTS,BR,BR-811372,SPV,Technology,Banking,Active,1992-03-09,2024-03-19,ProviderA,2021-11-21,2024-11-02
ENT000640,Northbridge Services,NORTHBRIDGE SERVICES,CA,CA-432503,Private Company,Energy,Logistics,Merged,1985-02-22,2023-11-08,ProviderA,2023-11-09,2025-02-17
ENT000641,Redwood Investments,REDWOOD INVESTMENTS,ZA,ZA-646154,Private Company,Real Estate,Oil & Gas,Active,2007-09-14,2023-02-07,Issuer Feed,2020-04-09,2024-10-22
ENT000642,Summit Corporation,SUMMIT,GB,GB-698788,Private Company,Technology,Pharmaceuticals,Active,1986-01-03,2022-10-23,Manual Upload,2023-04-07,2025-01-11
ENT000643,Summit Limited,SUMMIT,AU,AU-903930,Private Company,Telecommunications,Oil & Gas,Active,1983-02-18,2023-03-26,ProviderB,2022-07-06,2024-12-31
ENT000644,Westbridge Holdings,WESTBRIDGE,IE,IE-276834,Private Company,Real Estate,Telecom Services,Inactive,2011-02-18,2023-04-30,ProviderB,2021-02-28,2024-06-24
ENT000645,Atlas Partners,ATLAS PARTNERS,JP,JP-605096,Fund,Consumer Goods,Oil & Gas,Active,1998-08-05,2022-09-18,Issuer Feed,2021-01-11,2023-04-07
ENT000646,Sterling Services,STERLING SERVICES,JP,JP-465176,Private Company,Utilities,Logistics,Active,2019-09-24,2024-06-14,Issuer Feed,2020-09-25,2023-10-17
ENT000647,Lagos Continental Limited,LAGOS CONTINENTAL,SG,SG-517446,Private Company,Utilities,Pharmaceuticals,Unknown,2000-10-04,2021-08-20,Issuer Feed,2022-10-02,2024-08-03
ENT000648,Granite Technologies,GRANITE TECHNOLOGIES,US,US-863858,Private Company,Industrials,Mining,Active,2002-12-14,2022-06-30,KYC Platform,2022-12-11,2023-11-09
ENT000649,Nova Industries,NOVA INDUSTRIES,SG,SG-222240,Government Entity,Materials,Power Generation,Active,1982-09-20,2022-08-04,Internal Master,2021-03-26,2023-08-01
ENT000650,Meridian Limited,MERIDIAN,NG,NG-591800,Public Company,Materials,Pharmaceuticals,Active,2021-11-21,2021-05-26,ProviderA,2021-09-18,2023-01-31
ENT000651,Redwood Capital,REDWOOD CAPITAL,NL,NL-449049,Private Company,Healthcare,Software,Inactive,1994-07-23,2021-05-11,Internal Master,2024-05-28,2023-09-25
