trade_id,counterparty_entity_id,counterparty_name,issuer_id,issuer_name,instrument_type,instrument_id,isin,trade_date,settlement_date,notional_amount,currency,risk_country,booking_country,exchange_mic,kyc_status,counterparty_risk_rating,lei,sector,source_system,provider_name,provider_confidence_score,ingestion_timestamp,last_verified_date,synthetic_issue_tags
TRD-00000217,ENT-000149,Falcon Capital Ltd,ISS-000181,Nile Partners BV,Fund,FUN-393948,SG3AWTV74HR7,2025-05-22,2025-05-25,4840064.64,CHF,CH,CH,XSES,Approved,Low,PX52L49WWKQFSBYDKNOO,Technology,OMS,InternalGoldenSource,0.9678,2025-05-24 22:09:00,2023-01-18,
TRD-00000218,,Nile Markets Inc,ISS-000089,Sahara Partners SA,Private Credit,PRI-485004,CHOV14D61DTH,2025-10-28,2025-10-30,421094.81,CHF,HK,HK,XSWX,Rejected,Low,2GLWY1N6O0HUH3H7I5XS,Real Estate,CustodyPlatform,ProviderA,0.8828,2025-10-28 16:54:00,2025-06-05,missing_counterparty_entity_id
TRD-00000219,ENT-000084,Helios Capital BV,ISS-000236,Meridian Partners BV,Fund,FUN-822308,NLUHF006J5ML,2025-12-02,2025-12-09,392550.5,EUR,NG,NG,XAMS,Expired,Medium,2Q4NM8R9RIGPPD7OODG0,Consumer Goods,PrimeBrokerFeed,InternalGoldenSource,0.7089,2025-12-02 23:10:00,2024-06-20,
TRD-00000220,ENT-000295,Summit Infrastructure GmbH,ISS-000096,Union Holdings SA,,PRI-932511,USZ586EK26Y9,2025-07-02,2025-07-16,1077602.07,USD,SG,SG,XNYS,Approved,Medium,SKQPZPHJMBPT35911CMK,Healthcare,CustodyPlatform,ProviderA,0.9237,2025-07-03 05:52:00,2024-06-25,invalid_instrument_type
TRD-00000221,ENT-000168,Falcon Markets PLC,ISS-000179,Cedar Pharma Ltd,Derivative,DER-237893,GBW4A5P4HCBS,2025-08-21,2025-09-04,6414360.75,GBP,HK,HK,XLON,Approved,Low,W9408S1A7GBYJDDMRKSQ,Industrials,ManualUpload,ProviderC,0.7232,2025-08-23 04:22:00,2025-01-14,
TRD-00000222,ENT-000019,Sterling Industries LLC,ISS-000067,Crescent Mining SA,Fund,FUN-368470,DEWRI1E9QQYK,2025-02-16,2025-02-17,1042607.89,AUD,AU,AU,XETR,Approved,Low,YLTZ9ATSN1U322N64KFS,Real Estate,ManualUpload,ProviderB,0.7448,2025-02-17 22:28:00,2022-12-06,
TRD-00000223,ENT-000100,Sahara Foods LLC,ISS-000141,Harbour Capital Inc,Bond,BON-155651,AU31XL9K81YS,2025-07-01,2025-07-03,10233855.84,USD,US,US,XASX,Approved,Low,,Financials,CustodyPlatform,InternalGoldenSource,0.963,2025-07-02 18:21:00,2025-05-13,invalid_lei
TRD-00000224,,Redwood Pharma Inc,ISS-000162,Bluewater Logistics Inc,Equity,EQU-820096,GBUYPBSBA3SI,2025-11-13,2025-11-20,513227.53,GBP,DE,DE,XLON,Expired,Low,,Healthcare,ReferenceDataHub,ProviderB,0.6822,2025-11-15 01:03:00,2023-12-15,invalid_lei;low_provider_confidence;missing_counterparty_entity_id
TRD-00000225,ENT-000290,Meridian Logistics LLC,ISS-000092,Lagoon Energy BV,Private Credit,PRI-764499,SGXX7XPRNYFG,2025-01-11,2025-01-12,290721.9,USD,CH,CH,XSES,Rejected,Low,WSUDBCIXWBVYG1WW0WDP,Technology,ManualUpload,ProviderC,0.6318,2025-01-12 09:28:00,2022-10-16,low_provider_confidence
TRD-00000226,ENT-000034,Cedar Partners GmbH,ISS-000013,Helios Partners LLC,Derivative,DER-175506,HKL0PL13YLGZ,2026-02-07,2026-02-09,6912863.51,USD,US,US,XHKG,Approved,Low,2H3TZR6852FC1UQBFOBR,Materials,ManualUpload,ProviderC,0.8519,2026-02-08 12:04:00,2023-12-21,
TRD-00000227,ENT-000037,Apex Pharma SA,ISS-000009,Redwood Partners SA,Private Equity,PRI-177267,GBOS7E3DX7AK,2026-02-22,2026-02-25,3114642.93,GBP,GB,GB,XLON,Expired,Low,KT9A90FOH3HJ5S6R044P,Utilities,ManualUpload,InternalGoldenSource,0.8853,2026-02-24 22:03:00,2023-10-31,
TRD-00000228,ENT-000192,Apex Logistics PLC,ISS-000221,Crescent Infrastructure LP,Private Credit,PRI-763626,NGBYY2CONYL1,2025-01-22,2025-01-22,1432856.0,EUR,NL,NL,XNSA,Approved,Medium,QEYOOU0W78AQPSFZVE9L,Utilities,PrimeBrokerFeed,ProviderA,0.647,2025-01-23 03:10:00,2025-01-13,low_provider_confidence
TRD-00000229,ENT-000158,Helios Pharma Ltd,ISS-000085,Redwood Energy PLC,Derivative,DER-105891,HKGBIJW6APDV,2025-03-13,2025-03-13,2891079.53,USD,FR,FR,XHKG,Pending,High,T0G7RI0G6HSHG5MMQ7MW,Telecommunications,ReferenceDataHub,InternalGoldenSource,0.8089,2025-03-14 21:15:00,2025-01-24,high_risk_incomplete_kyc
TRD-00000230,ENT-000289,Quantum Logistics Ltd,ISS-000143,Falcon Logistics Limited,Private Equity,PRI-342163,GBCS0NO39YHM,not_a_date,2026-04-09,292581.87,GBP,CH,CH,XLON,Approved,Medium,CL9TK51ITY5H598449K6,Financials,EMS,InternalGoldenSource,0.8683,2026-04-09 02:02:00,2025-10-17,invalid_trade_date
TRD-00000231,ENT-000083,Summit Industries GmbH,ISS-000058,Union Capital Inc,Bond,BON-469698,HKY1KDGW4LDH,2025-01-07,2025-01-08,3124305.92,CAD,CA,CA,XHKG,Approved,Medium,9TOTSN5U4W9RSH8YZWJS,Financials,ManualUpload,ProviderA,0.8132,2025-01-07 21:04:00,2023-03-02,
TRD-00000232,ENT-000241,Northstar Logistics PLC,ISS-000043,Apex Pharma Ltd,Private Equity,PRI-947559,NGGN7AY7R54V,2025-04-07,2025-04-10,9615808.1,NGN,US,US,XNSA,Expired,Medium,W43KSWI6GZGU9ET83Z0P,Materials,ReferenceDataHub,ProviderB,0.6449,2025-04-09 20:48:00,2023-12-03,low_provider_confidence
TRD-00000233,ENT-000245,Summit Pharma Inc,ISS-000042,Northstar Infrastructure PLC,Private Equity,PRI-263040,NGREVBP45GAD,2025-02-25,2025-02-26,3167757.75,NGN,AU,AU,XNSA,Pending,Medium,4IM9YX0JSIIAEBJ51IFI,Telecommunications,OMS,ProviderC,0.6528,2025-02-25 17:42:00,2024-07-05,low_provider_confidence
TRD-00000234,ENT-000322,,ISS-000189,Crescent Partners Inc,Derivative,DER-851765,NG1UIMQI09MT,2025-05-11,2025-05-11,6916175.66,NGN,CH,CH,XNSA,Approved,Medium,JD7S0Z9TUWAR7JZ2N82W,Telecommunications,CustodyPlatform,InternalGoldenSource,0.7529,2025-05-11 16:08:00,2022-12-20,missing_or_weak_counterparty_name
TRD-00000235,ENT-000305,Meridian Energy Limited,ISS-000060,Redwood Foods PLC,Fund,FUN-815795,SG3YR2XAHHFH,2026-04-13,2026-04-16,2150104.14,EUR,DE,DE,XSES,Approved,Low,5V3IFU71JQHUCI5RX1SQ,Materials,ReferenceDataHub,ProviderA,0.7938,2026-04-13 11:26:00,2025-10-29,
TRD-00000236,ENT-000084,Helios Capital BV,ISS-000039,Meridian Foods SA,Bond,BON-512359,DEZTAK5AGE07,2025-03-25,2025-04-08,1700627.12,EUR,NG,NG,XETR,Approved,Low,2Q4NM8R9RIGPPD7OODG0,Consumer Goods,CustodyPlatform,ProviderA,0.7618,2025-03-27 05:53:00,2024-03-12,
TRD-00000237,ENT-000157,Apex Telecoms Limited,ISS-000155,Summit Capital BV,Bond,BON-277149,CA9S3516ZMQL,2025-07-13,2025-07-20,1299506.96,EUR,FR,FR,XTSE,Approved,Medium,KHXCYQ8DDGBDH02YH9Q4,Industrials,CustodyPlatform,ProviderB,0.7805,2025-07-13 16:54:00,2024-12-30,
TRD-00000238,ENT-000263,Northstar Industries LP,ISS-000163,Orion Mining Limited,Derivative,DER-331319,CHCVBE4G0TRU,2026-05-20,2026-05-25,826265.66,CHF,GB,GB,XSWX,Pending,Low,U0MUOHUOGP0MYOE45D1J,Technology,EMS,ProviderC,0.9178,2026-05-22 00:16:00,2026-02-22,
TRD-00000239,ENT-000124,Redwood Mining GmbH,ISS-000020,Crescent Holdings Ltd,Derivative,DER-823338,USYMPXPMFB0B,2026-01-10,2026-01-24,1492103.86,EUR,LU,LU,XNYS,Approved,Medium,601ZF88JRFTF6NJ8UZET,Telecommunications,ManualUpload,ProviderC,0.8048,2026-01-12 01:58:00,2024-09-18,
TRD-00000240,ENT-000139,Falcon Telecoms PLC,ISS-000101,Apex Mining PLC,Equity,EQU-831634,NGYQ9N2OURNZ,2026-05-30,2026-06-02,923507.77,EUR,FR,FR,XNSA,Approved,Low,5JVEPWUKFV2AQNPEWQGA,Financials,OMS,ProviderC,0.9624,2026-05-30 02:34:00,2025-05-16,
TRD-00000241,ENT-000123,Redwood Capital SA,ISS-000004,Sterling Infrastructure SA,Bond,BON-800131,LUON4O7933VF,2025-10-10,2025-10-11,7059735.87,CAD,CA,CA,XLUX,Approved,Low,5E7AXUIY0X8L4EBEAQNC,Financials,PrimeBrokerFeed,ProviderB,0.7117,2025-10-11 12:03:00,2025-06-06,
TRD-00000242,ENT-000010,Summit Industries Limited,ISS-000008,Quantum Pharma GmbH,Private Equity,PRI-264016,NLFKG9LC5BLM,2025-05-05,2025-05-08,637592.32,EUR,FR,FR,XAMS,Approved,Low,2I1LR3PE29GD8AFPK054,Technology,EMS,ProviderC,0.9218,2025-05-06 11:20:00,2023-10-12,
TRD-00000243,ENT-000347,Bluewater Markets SA,ISS-000007,Harbour Telecoms LLC,Fund,FUN-297447,DEYNZE8YM4GV,2026-02-25,2026-03-11,772333.76,EUR,SG,SG,XETR,Approved,Low,T3PXXK71EHJIMM8YXU1P,Financials,EMS,InternalGoldenSource,0.6213,2026-02-26 17:26:00,2025-01-11,low_provider_confidence
TRD-00000244,ENT-000019,Sterling Industries LLC,ISS-000007,Harbour Telecoms LLC,Derivative,DER-546087,DEYNZE8YM4GV,2026-05-11,2026-05-25,3151918.87,EUR,AU,AU,XETR,Approved,Low,YLTZ9ATSN1U322N64KFS,Real Estate,OMS,ProviderC,0.7039,2026-05-12 00:07:00,2023-12-25,
TRD-00000245,ENT-000266,Nile Foods Limited,ISS-000199,Sterling Holdings GmbH,Equity,EQU-469359,CH3HYATC2CWI,2025-06-30,2025-07-07,2919333.96,CHF,US,US,XSWX,Approved,Low,C17Z4G25PF9A0NIWSPFB,Utilities,ReferenceDataHub,ProviderB,0.9565,2025-07-01 23:39:00,2025-02-19,
TRD-00000246,ENT-000114,Nile Partners Inc,ISS-000201,Falcon Energy BV,Bond,BON-581416,DEV3IRTZE4Y4,2025-08-19,2025-08-20,1498138.8,EUR,DE,DE,XETR,Approved,High,LU2DWA5IMY96505025KF,Materials,OMS,ProviderB,1.35,2025-08-19 06:35:00,2025-05-17,invalid_or_low_provider_confidence
TRD-00000247,ENT-000286,Sahara Pharma PLC,ISS-000174,Meridian Markets PLC,Equity,EQU-370816,CADY1MSMZLR7,2025-07-07,2025-07-14,14402844.65,CAD,CA,CA,XTSE,Approved,Low,HJZZGKEXMVMZHO15RRZW,Utilities,CustodyPlatform,InternalGoldenSource,0.6941,2025-07-09 20:55:00,2023-03-22,low_provider_confidence;stale_reference_record
TRD-00000248,ENT-000178,Summit Markets LP,ISS-000144,Bluewater Markets LP,Derivative,DER-787959,CA0ZAXO6SRQT,2025-06-07,2025-06-14,1487062.74,CAD,GB,GB,XTSE,Approved,Medium,2VTJXU1KAUPO1RXIV432,Consumer Goods,OMS,InternalGoldenSource,0.7096,2025-06-08 03:23:00,2024-06-26,
TRD-00000249,ENT-000287,Crescent Infrastructure LP,ISS-000244,Summit Mining Limited,Private Equity,PRI-968401,GBKBC88MA5BX,2025-05-05,2025-05-12,323716.89,USD,SG,SG,XLON,Approved,Low,6RJ3GHQ55OIBGDE5BLYU,Industrials,ReferenceDataHub,InternalGoldenSource,0.863,2025-05-06 05:36:00,2024-03-22,
TRD-00000250,,Orion Logistics SA,ISS-000088,Bluewater Energy LLC,Equity,EQU-475130,FRCRMJ1BMFDY,2026-03-15,2026-03-17,2496821.62,EUR,,CA,XPAR,Approved,High,AOO3NP4VYNZLAXAEWB9H,Industrials,EMS,ProviderA,0.7965,2026-03-17 22:31:00,2024-12-08,invalid_risk_country;missing_counterparty_entity_id
TRD-00000251,ENT-000221,Sahara Foods PLC,ISS-000232,Sahara Telecoms BV,Private Equity,PRI-607377,HKNYCJYFEO69,2026-02-18,2026-02-21,1316955.74,CHF,CH,CH,XHKG,Approved,Low,U58FLM639BCP7TV5ZKBW,Consumer Goods,EMS,ProviderA,0.9152,2026-02-20 06:31:00,2025-09-02,
TRD-00000252,ENT-000107,  ,ISS-000241,Union Partners PLC,Equity,EQU-344501,HKOT5VD7761S,2025-11-13,2025-11-14,2949072.29,USD,NL,NL,XHKG,Approved,Low,ULZUS5PUYRZXHM8L9B3N,Utilities,OMS,ProviderB,0.6369,2025-11-14 18:11:00,2024-06-06,low_provider_confidence;missing_or_weak_counterparty_name
TRD-00000253,ENT-000238,Summit Industries GmbH,ISS-000102,Quantum Industries LLC,Derivative,DER-955864,DEXJ4F5L3LLM,2025-11-13,2025-11-18,1963733.2,JPY,JP,JP,XETR,Approved,Low,R8U2HRJKRHA96GN8W9UR,Industrials,EMS,InternalGoldenSource,0.9495,2025-11-13 11:26:00,2024-12-31,
TRD-00000254,ENT-000238,Summit Industries GmbH,ISS-000113,Lagoon Logistics Limited,Private Equity,PRI-588585,CH8588OYF07O,2025-04-23,2025-04-30,208829.46,JPY,JP,JP,XSWX,Approved,Low,R8U2HRJKRHA96GN8W9UR,Industrials,ReferenceDataHub,ProviderA,0.6863,2025-04-24 23:37:00,2023-05-12,low_provider_confidence
TRD-00000255,ENT-000202,Apex Holdings Limited,ISS-000090,Evergreen Partners BV,Private Credit,PRI-843478,NG0PUDLCADUN,2026-02-28,2026-03-07,1123800.36,NGN,NG,NG,XNSA,Expired,Low,IWS48A54TA1SOA9XM091,Telecommunications,PrimeBrokerFeed,ProviderA,0.9129,2026-03-01 04:19:00,2025-05-04,
TRD-00000256,ENT-000009,Meridian Pharma LP,ISS-000135,Falcon Energy PLC,Bond,BON-801505,NGJERZFT207N,2025-06-25,2025-06-26,2820892.73,NGN,FR,FR,XNSA,Pending,Low,N8I4P40MGG1W103DGDZV,Energy,ManualUpload,ProviderC,0.6569,2025-06-26 03:36:00,2023-06-15,low_provider_confidence
TRD-00000257,ENT-000212,Sahara Capital PLC,ISS-000095,Helios Capital LLC,Private Equity,PRI-989461,SGE4076BKRIS,2026-04-29,2026-05-13,4304352.16,USD,FR,FR,XSES,Approved,Low,O8YMM7PL990GW31GKL9Z,Real Estate,PrimeBrokerFeed,InternalGoldenSource,0.9637,2026-05-02 00:27:00,2025-07-18,
TRD-00000258,ENT-000305,Meridian Energy Limited,ISS-000101,Apex Mining PLC,Fund,FUN-373774,NGYQ9N2OURNZ,2025-12-05,2025-12-10,14198585.65,EUR,DE,DE,XNSA,Pending,Low,5V3IFU71JQHUCI5RX1SQ,Materials,ReferenceDataHub,ProviderC,0.8244,2025-12-06 03:04:00,2024-04-26,
TRD-00000259,ENT-000018,Sahara Capital LLC,ISS-000220,Quantum Pharma LP,Private Credit,PRI-707592,HKHB5CRRYTFD,2025-07-19,2025-07-21,723818.92,EUR,NL,NL,XHKG,Approved,Medium,MQC1A78MX1EVUHT6T0UZ,Healthcare,CustodyPlatform,InternalGoldenSource,0.9091,2025-07-21 09:45:00,2024-11-23,
TRD-00000260,ENT-000332,Helios Holdings GmbH,ISS-000170,Bluewater Markets SA,Equity,EQU-271305,CA76UT3J6GIO,2026-03-25,2026-03-27,188003.45,USD,US,US,XTSE,Approved,Low,YGUJ0UQYHDMPP566YHRD,Consumer Goods,EMS,ProviderC,0.7762,2026-03-26 22:03:00,2024-03-09,stale_reference_record
TRD-00000261,ENT-000111,Helios Capital Ltd,ISS-000053,Quantum Markets Inc,Bond,BON-578459,AUSO53JSJCUT,2025-08-24,2025-08-24,826858.14,AUD,LU,LU,XASX,Approved,Low,VGKP7L9KV913OZLL1ZBM,Utilities,PrimeBrokerFeed,ProviderA,0.7819,2025-08-26 06:50:00,2023-10-07,
TRD-00000262,ENT-000285,Orion Capital BV,ISS-000198,Nile Logistics GmbH,Bond,BON-580722,FRSG5XRZYG30,2026-05-15,2026-05-16,300506.77,EUR,HK,HK,XPAR,Approved,High,5HYS3T2O90S1ME4XLA5G,Telecommunications,OMS,ProviderA,0.6536,2026-05-17 21:18:00,2026-01-04,low_provider_confidence
TRD-00000263,ENT-000244,Union Holdings Limited,ISS-000165,Bluewater Holdings SA,Fund,FUN-662899,NLDAIGU1OKFM,2026-05-23,2026-05-25,7880905.15,GBP,GB,GB,XAMS,Approved,High,ZISDX9DA9WHSBP1ZUYZY,Telecommunications,CustodyPlatform,ProviderB,0.9118,2026-05-25 21:14:00,2025-05-19,
TRD-00000264,ENT-000076,Falcon Partners LP,ISS-000243,Bluewater Partners GmbH,Derivative,DER-149436,DE52OKSQGORJ,2026-05-13,2026-05-14,1331748.77,EUR,NG,NG,XETR,Approved,Low,PZT3EDK2043NVJUUWZIX,Real Estate,OMS,InternalGoldenSource,0.9774,2026-05-13 10:05:00,2025-12-30,
TRD-00000265,ENT-000323,Summit Partners PLC,ISS-000239,Union Telecoms PLC,Equity,EQU-206979,JPCEW2021S4I,2025-06-04,2025-06-06,3098723.96,EUR,LU,LU,XTKS,Rejected,Low,C8VYI78SNF69T7VKBB8Q,Technology,EMS,ProviderB,0.6726,2025-06-04 14:31:00,2023-04-13,low_provider_confidence
TRD-00000266,ENT-000331,Cedar Infrastructure Ltd,ISS-000098,Cobalt Industries GmbH,Equityy,DER-974002,NGR9HKOC8PSC,2025-07-19,2025-07-26,14327033.47,NGN,ZZ,CH,XNSA,Approved,Low,7UYQFHG8KSJLQFJT0KDU,Industrials,OMS,ProviderC,0.8058,2025-07-21 08:56:00,2024-09-12,invalid_instrument_type;invalid_risk_country
TRD-00000267,ENT-000350,Sterling Capital GmbH,ISS-000115,Sterling Partners LP,Derivative,DER-344497,JPJ90PNODIHJ,2025-09-21,2025-09-26,1166272.86,JPY,XX,GB,XTKS,Expired,Low,27WOC36V12310X5URYBL,Utilities,PrimeBrokerFeed,ProviderB,0.7874,2025-09-22 16:26:00,2024-01-17,invalid_risk_country
TRD-00000268,ENT-000078,Nile Holdings PLC,ISS-000152,Harbour Pharma LP,Fund,FUN-557065,CHKLTALCHVW4,2025-04-30,2025-04-30,1059747.96,NGN,NG,NG,XSWX,Pending,Low,Z63PNWDDS54S8AG1IQXZ,Consumer Goods,EMS,InternalGoldenSource,0.8673,2025-05-02 03:14:00,2023-05-13,
TRD-00000269,ENT-000100,Sahara Foods LLC,ISS-000053,Quantum Markets Inc,Derivative,DER-958702,AUSO53JSJCUT,2025-04-20,2025-04-21,262704.89,AUD,US,US,XASX,Approved,High,LGG7JPM7QWRZFXZ3POTF,Financials,ReferenceDataHub,ProviderA,0.6854,2025-04-20 20:04:00,2022-11-25,low_provider_confidence
TRD-00000270,ENT-000005,Union Infrastructure LLC,ISS-000027,Redwood Industries Ltd,Fund,FUN-933211,DEP2VIRUC70S,2025-04-23,2025-04-28,2219486.56,NGN,NG,NG,XETR,Approved,Low,XOI65FDHJK1EYY37Q9AH,Real Estate,CustodyPlatform,ProviderB,0.8309,2025-04-23 00:02:00,2024-12-07,
TRD-00000271,ENT-000306,Meridian Mining BV,ISS-000112,Sterling Energy LLC,Fund,FUN-291912,JPWU5140VIPY,2025-05-13,2025-05-14,845145.19,JPY,LU,LU,XTKS,Pending,High,1KU5J92DMJDOLC4QK31H,Utilities,OMS,ProviderC,0.8754,2025-05-13 09:12:00,2024-11-10,high_risk_incomplete_kyc
TRD-00000272,ENT-000079,Redwood Holdings Limited,ISS-000212,Northstar Infrastructure PLC,Private Equity,PRI-676247,JP94IRCGC56O,2026-02-21,2026-02-26,2678017.92,USD,US,US,XTKS,Approved,Medium,MX9SEY629RHIGZXV9XJM,Materials,OMS,ProviderA,0.7012,2026-02-21 14:47:00,2025-08-01,
TRD-00000273,ENT-000024,Redwood Markets LLC,ISS-000084,Keystone Industries LP,Bond,BON-916162,DERH0595IUZ6,2025-07-03,2025-07-05,2178657.73,EUR,US,US,XETR,Approved,Low,K3I8BZBF1I3LDQYUN3UV,Telecommunications,ManualUpload,ProviderA,0.6421,2025-07-03 21:42:00,2024-05-01,low_provider_confidence
TRD-00000274,ENT-000105,Northstar Telecoms BV,ISS-000055,Orion Energy LP,Equity,EQU-516965,HKZTKB9ZV14W,2026-02-22,2026-03-01,17583747.34,AUD,AU,AU,XHKG,Expired,High,YAS0YF9P7KYKIRTR5JEK,Telecommunications,CustodyPlatform,ProviderA,0.7117,2026-02-24 03:11:00,2024-01-15,high_risk_incomplete_kyc
TRD-00000275,ENT-000179,Cobalt Logistics Limited,ISS-000230,Union Markets LLC,Private Equity,PRI-605705,JPE1SJBUXV0X,2026-04-18,2026-04-25,2146425.37,JPY,LU,LU,XTKS,Pending,High,GLFRI8MQEEB6BZNC9Q88,Utilities,CustodyPlatform,InternalGoldenSource,0.6551,2026-04-18 02:25:00,2024-04-30,high_risk_incomplete_kyc;low_provider_confidence
TRD-00000276,,Keystone Logistics Limited,ISS-000030,Lagoon Industries SA,Equity,EQU-792837,NL6F13TKMP1L,2026-05-31,2026-06-07,9123347.42,AUD,AU,AU,XAMS,Approved,High,JSU0UHG7ECILCMG5MGCY,Utilities,CustodyPlatform,ProviderB,0.8917,2026-06-01 14:22:00,2024-11-22,missing_counterparty_entity_id
TRD-00000277,ENT-000158,Helios Pharma Ltd,ISS-000158,Pioneer Partners Limited,Fund,FUN-243134,NLWZBHLU1LWP,2025-06-16,2025-06-18,3567284.86,EUR,FR,FR,XAMS,Approved,Medium,T0G7RI0G6HSHG5MMQ7MW,Telecommunications,ManualUpload,ProviderA,0.7847,2025-06-17 14:56:00,2021-04-08,stale_reference_record
TRD-00000278,ENT-000131,,ISS-000144,Bluewater Markets LP,Fund,FUN-580599,,2025-10-19,2025-10-22,2993495.6,CAD,LU,LU,XTSE,Approved,Low,GK23U0H8WN2T3QHFKTCN,Consumer Goods,ManualUpload,ProviderC,0.6963,2025-10-20 12:53:00,2025-02-12,invalid_isin;low_provider_confidence;missing_or_weak_counterparty_name
TRD-00000279,ENT-000017,Apex Pharma SA,ISS-ORPHAN-9841,Northstar Infrastructure PLC,Equity,EQU-660612,NGREVBP45GAD,2025-05-23,2025-05-26,1301277.36,EUR,FR,FR,XNSA,Approved,High,ZVRERW6Z8VBHQLQCG1WU,Telecommunications,PrimeBrokerFeed,ProviderC,0.8124,2025-05-23 22:17:00,2023-11-12,orphan_issuer_id
TRD-00000280,ENT-000055,Apex Industries GmbH,ISS-000142,Helios Pharma LLC,Bond,BON-313181,SGSGFGFB0G58,2026-03-02,2026-03-16,6660425.91,USD,US,US,XSES,Approved,Medium,NIQSUHA51LIY8O69WEZC,Telecommunications,OMS,ProviderC,0.7633,2026-03-03 21:41:00,2024-07-03,
TRD-00000281,ENT-000272,Cobalt Logistics Inc,ISS-000121,Orion Markets LLC,Equity,EQU-237915,DEMRGGEXVBPS,2026-03-01,2026-03-08,583151.71,EUR,JP,JP,XETR,Approved,Low,K8SLLJKPHCUI2QXLN9CU,Consumer Goods,ManualUpload,ProviderA,0.7656,2026-03-02 14:16:00,2025-05-02,
TRD-00000282,ENT-000245,,ISS-000036,Nile Pharma BV,Bond,BON-931655,HKDY1PP4CXBJ,2026-03-12,2026-03-26,2697376.32,USD,AU,AU,XHKG,Approved,Low,4IM9YX0JSIIAEBJ51IFI,Telecommunications,OMS,ProviderC,0.8046,2026-03-13 13:28:00,2024-05-05,missing_or_weak_counterparty_name
TRD-00000283,ENT-000148,Orion Mining Inc,ISS-000086,Crescent Foods Ltd,Equity,EQU-790395,CH14SS5F1PJ6,2025-12-23,2025-12-24,31099542.46,CHF,JP,JP,XSWX,Approved,Medium,ET6ZI7BLMMDPC3DXMRX3,Real Estate,EMS,ProviderA,0.9643,2025-12-25 02:08:00,2025-04-11,
TRD-00000284,ENT-000346,Quantum Industries BV,ISS-000083,Pioneer Holdings BV,Bond,BON-154762,HKMHMSCIZ0VC,2025-11-29,2025-11-30,2000102.19,NGN,NG,NG,XHKG,Approved,Medium,CBMMSLOQLV9PLMBLQGBI,Telecommunications,ManualUpload,ProviderA,0.7544,2025-11-30 19:58:00,2025-10-03,
TRD-00000285,ENT-000237,Harbour Energy PLC,ISS-000031,Atlas Partners GmbH,Private Equity,PRI-635345,NL2MR4FXZYK4,2025-11-04,2025-11-11,892553.59,NGN,NG,NG,XAMS,Approved,High,7INC3Y7HATCFV3CG7TBT,Technology,ManualUpload,ProviderA,0.7022,2025-11-05 05:31:00,2024-11-27,
TRD-00000286,ENT-000286,Sahara Pharma PLC,ISS-000018,Cedar Holdings PLC,Private Equity,PRI-290357,DELSH8ZKEARJ,2025-06-28,2025-07-01,889291.53,CAD,CA,CA,XETR,Approved,Medium,HJZZGKEXMVMZHO15RRZW,Utilities,OMS,InternalGoldenSource,0.8759,2025-06-28 08:20:00,2023-07-28,
TRD-00000287,ENT-000196,Redwood Partners LP,ISS-000128,Harbour Energy GmbH,Derivative,DER-953155,CAKERXWFEL3Q,2026-05-06,2026-05-09,14761078.74,JPY,JP,JP,XTSE,Expired,Low,LIOGRP91YMJJ4AL05I78,Consumer Goods,CustodyPlatform,ProviderB,0.8374,2026-05-07 04:13:00,2025-06-22,
TRD-00000288,ENT-000296,Apex Partners GmbH,ISS-000005,Summit Infrastructure LLC,Derivative,DER-401454,JPN229BXIITA,2025-08-28,2025-09-11,231929.96,EUR,DE,DE,XTKS,Approved,Low,9LC5BDFUTE0XFZIPH6H7,Materials,EMS,ProviderC,0.7642,2025-08-29 13:57:00,2024-03-11,
TRD-00000289,ENT-000326,Evergreen Pharma Limited,ISS-000182,Falcon Holdings Inc,Private Equity,PRI-244345,HK0OJW5BP1XN,2025-12-23,2026-01-06,-25000.5,USD,GB,GB,XHKG,Pending,Medium,Z97ZQ51250KJ6I53I67H,Technology,PrimeBrokerFeed,ProviderB,0.8565,2025-12-23 09:52:00,2024-04-08,invalid_notional_amount
TRD-00000290,ENT-000082,Sterling Infrastructure SA,ISS-000134,Union Holdings LLC,Bond,BON-913024,JPDX14NDNB1R,2025-04-18,2025-04-18,2758162.01,JPY,XX,CH,XTKS,Pending,Low,064DI7N9U47YUL38V8WQ,Materials,OMS,ProviderB,0.8456,2025-04-20 20:07:00,2022-11-30,invalid_risk_country
TRD-00000291,ENT-000240,Summit Foods Limited,ISS-000148,Northstar Capital Ltd,Crypto Swap,BON-629103,FR1AJB8FYBI3,2026-01-15,2026-01-17,13683793.01,JPY,JP,JP,XPAR,Pending,Low,F3IF3G3T34OOJQXZLVU3,Utilities,ManualUpload,ProviderA,0.8992,2026-01-16 16:47:00,2022-07-20,invalid_instrument_type;stale_reference_record
TRD-00000292,ENT-000069,Evergreen Infrastructure LLC,ISS-000166,Evergreen Mining Ltd,Bond,BON-397173,HKDQCHDTEQVY,2025-12-24,2025-12-24,2780596.47,GBP,GB,GB,XHKG,Rejected,Medium,2YVL55X7RF1F1L8SUGFU,Healthcare,PrimeBrokerFeed,ProviderA,0.9453,2025-12-24 15:02:00,2023-12-20,
TRD-00000293,ENT-000307,Quantum Markets Limited,ISS-000103,Nile Foods Inc,Fund,FUN-484531,NLSBTKLZMEJE,2025-09-09,2025-09-10,490763.47,EUR,US,US,XAMS,Rejected,Low,535HJHWFNSLK6RNA7L0E,Technology,ReferenceDataHub,ProviderC,0.7866,2025-09-11 07:05:00,2023-08-01,
